"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess-Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Eulachklinik";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Gastroenterologie";"GAE1";24;14;2;26;1;0;31;1;0;5;283;1;0;11;27;0;0;3;0;0;0;0;0;0;429;1;1;0;0;0;0;2;0;12
"";"GAE1.1";6;1;0;5;0;0;2;1;0;1;79;0;0;0;0;0;0;0;0;0;0;0;0;0;95;1;0;0;0;0;0;1;0;1
"Viszeralchirugie";"VIS1";23;13;0;12;1;0;3;0;0;0;70;0;0;3;18;0;0;0;0;0;0;0;0;0;143;0;0;0;0;0;0;0;0;6
"";"VIS1.1";5;7;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;1
"";"VIS1.2";0;8;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;
"";"VIS1.3";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;
"";"VIS1.4";5;0;0;1;0;0;0;1;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;8
"";"VIS1.4.1";0;0;0;12;0;0;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;3
"";"VIS1.5";0;6;1;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;
"Haematologie";"HAE1";24;2;0;0;0;0;0;0;0;0;6;0;0;26;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;
"";"HAE1.1";7;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;
"";"HAE2";16;5;0;1;0;0;10;0;0;1;28;0;0;8;2;1;0;1;0;0;0;0;0;0;73;0;0;0;0;0;0;0;1;6
"";"HAE3";0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;1;0;
"";"HAE4";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1
"";"HAE5";0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;
"Gefässe";"GEF1";3;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;1
"";"ANG1";18;24;1;5;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;
"";"GEF2";2;9;0;6;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;
"";"ANG2";6;16;0;7;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;32;1;1;0;0;0;0;2;0;
"";"GEF3";2;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;
"";"ANG3";2;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;
"";"RAD1";4;4;1;1;0;0;0;0;0;1;50;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;1
"Herz";"HER1";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
"";"HER1.1";4;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;
"";"HER1.1.1";21;0;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;1;0;0;0;0;0;1;0;1
"";"HER1.1.2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"";"HER1.1.3";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;
"";"HER1.1.4";8;0;15;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;
"";"HER1.1.5";9;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;1;0;
"";"KAR1";8;3;8;11;0;0;6;0;0;0;23;1;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;2
"";"KAR1.1";234;15;71;71;0;0;0;0;0;0;83;0;0;2;2;0;0;0;0;0;0;0;0;0;478;8;0;0;0;0;0;8;0;10
"";"KAR1.1.1";33;1;14;9;0;0;0;0;0;0;51;0;0;2;0;0;0;0;0;0;0;0;0;0;110;7;0;0;0;0;0;7;0;1
"";"KAR1.2";3;0;1;3;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;28;6;0;0;0;0;0;6;0;
"";"KAR1.3";11;1;1;1;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;
"Nephrologie";"NEP1";7;4;0;0;0;0;2;0;1;6;39;0;0;1;1;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;
"Urologie";"URO1";35;10;5;23;0;3;176;0;0;10;338;1;0;7;46;1;0;1;0;0;4;0;0;0;660;2;4;1;0;0;0;7;0;18
"";"URO1.1";8;1;0;4;0;0;5;0;0;5;44;0;0;1;1;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;2
"";"URO1.1.1";3;2;0;7;0;0;15;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;
"";"URO1.1.2";1;5;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1
"";"URO1.1.3";6;1;0;3;0;0;3;0;0;0;8;0;0;0;1;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;
"";"URO1.1.4";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
"";"URO1.1.5";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;
"";"URO1.1.6";0;4;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1
"";"URO1.1.7";2;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;
"";"URO1.1.8";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"Pneumologie";"PNE1";34;11;2;0;1;0;14;0;0;1;123;0;0;5;10;0;0;0;0;0;0;0;0;0;201;0;1;0;0;0;0;1;1;3
"";"PNE1.1";2;0;0;0;0;0;0;0;0;0;5;0;0;2;2;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;1
"";"PNE1.2";19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;
"";"PNE1.3";2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;
"";"PNE2";3;7;0;0;0;0;0;0;0;0;27;0;0;2;0;0;0;0;0;1;0;0;0;0;40;0;0;0;0;0;0;0;0;1
"Thoraxchirurgie";"THO1";3;1;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;
"";"THO1.1";1;7;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;1
"";"THO1.2";2;4;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;
"Transplantationen";"TPL1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"";"TPL2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"";"TPL3";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;
"";"TPL4";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"";"TPL5";1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";25;20;2;17;0;7;26;1;0;1;113;11;58;9;9;58;0;1;3;0;0;5;0;0;366;10;4;5;2;0;0;21;0;28
"";"BEW2";8;5;1;8;0;4;7;1;0;2;41;2;32;3;6;16;0;0;2;0;0;0;0;0;138;2;4;0;3;0;0;9;0;6
"";"BEW3";8;16;0;2;0;0;8;0;0;0;23;0;8;3;3;4;0;0;0;0;0;0;0;0;75;3;0;0;1;0;0;4;0;11
"";"BEW4";0;0;0;1;0;0;1;0;0;0;1;0;14;0;2;0;0;2;0;0;0;0;0;0;21;2;1;0;0;0;0;3;0;2
"";"BEW5";0;7;4;47;0;3;51;0;0;3;38;0;44;1;22;23;0;5;0;0;0;1;0;0;249;2;15;1;1;0;0;19;0;43
"";"BEW6";0;7;1;26;0;16;16;0;0;4;63;1;88;0;9;43;0;3;0;0;0;0;0;0;277;9;3;0;10;0;0;22;0;24
"";"BEW7";0;36;0;37;0;3;20;0;0;7;254;1;106;0;28;49;0;5;0;0;0;0;0;0;546;0;5;1;0;0;0;6;0;16
"";"BEW8";21;28;3;33;1;0;0;0;0;108;0;0;48;0;6;63;0;0;0;0;0;0;0;0;311;10;0;2;0;0;0;12;0;13
"";"BEW8.1";2;3;0;1;0;0;0;0;0;12;0;0;4;1;0;2;0;0;0;0;0;0;0;0;25;0;0;0;1;0;0;1;0;1
"";"BEW9";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
"";"BEW10";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;3;0;
"";"BEW11";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;
"Rheumatologie";"RHE1";7;8;2;1;0;0;5;0;0;1;40;0;2;1;6;7;0;1;0;0;0;0;0;0;81;1;0;0;4;0;0;5;0;4
"";"RHE2";2;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;
"Gynäkologie";"GYN1";18;9;4;20;2;2;48;1;0;9;271;0;0;2;24;0;0;6;0;0;0;0;0;0;416;5;4;0;0;0;1;10;1;19
"";"GYN1.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"";"GYN1.2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"";"GYN1.3";2;0;0;0;0;0;6;0;0;2;6;0;0;0;1;0;0;0;0;0;0;0;0;0;17;0;1;0;0;0;0;1;0;2
"";"GYN1.4";0;0;1;0;0;0;0;0;0;0;10;0;0;0;1;0;0;1;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;
"";"GYN2";4;4;1;3;0;1;4;1;0;1;62;0;0;1;18;0;0;3;7;0;0;0;0;0;110;0;0;0;2;3;0;5;0;5
"";"PLC1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
"Geburtshilfe";"GEBH";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"";"GEB1";50;43;7;28;1;0;162;0;1;78;884;0;0;0;72;0;0;30;0;0;0;0;0;0;1356;4;8;0;0;0;0;12;0;27
"";"GEB1.1";4;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;
"";"GEB1.1.1";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;
"Neugeborene";"NEOG";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"";"NEO1";23;33;4;22;1;0;128;0;0;71;666;0;0;1;65;0;0;24;0;0;0;0;0;0;1038;3;5;0;0;0;0;8;0;14
"";"NEO1.1";8;16;1;1;0;0;5;0;0;3;16;0;0;14;1;0;0;1;0;0;0;0;0;0;66;1;0;0;0;0;0;1;0;
"";"NEO1.1.1";4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;
"";"NEO1.1.1.1";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;
"(Radio-)Onkologie";"ONK1";25;5;4;4;0;0;1;0;0;0;18;0;0;15;3;0;0;2;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;1
"";"RAO1";8;6;1;2;0;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;
"";"NUK1";2;16;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;
"Schwere Verletzungen";"UNF1";5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;
"";"UNF1.1";3;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1
"";"UNF2";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
"Total";;1455;988;251;700;20;54;1209;15;17;426;8081;49;418;392;708;314;8;114;78;34;4;17;5;6;15363;108;73;19;59;8;1;268;6;739
