"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess-Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"";"HAE5";1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"Gefässe";"GEF1";5;1;17;7;0;0;0;29;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;61;2;3;0;0;0;5;0;3
"";"ANG1";29;0;20;7;1;0;0;48;0;0;0;9;0;0;0;0;4;0;0;0;0;0;0;0;118;5;1;0;0;0;6;0;7
"";"GEF2";2;0;12;2;0;0;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;24;1;0;0;0;0;1;0;1
"";"ANG2";10;4;14;16;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;8;0;0;0;0;8;0;3
"";"GEF3";5;0;7;2;0;0;0;15;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;30;1;0;0;0;0;1;0;2
"";"ANG3";2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"";"RAD1";12;1;1;2;0;0;0;9;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;29;1;0;0;0;0;1;0;1
"Herz";"HER1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;1
"";"HER1.1";4;0;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1
"";"HER1.1.1";14;0;41;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;2;0;0;0;0;2;0;
"";"HER1.1.2";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"HER1.1.3";2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1
"";"HER1.1.4";4;0;23;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37;2;0;0;0;0;2;0;3
"";"HER1.1.5";1;0;16;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;3;0;0;0;0;3;0;
"";"KAR1";11;0;48;14;0;0;0;22;6;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;106;11;0;0;0;0;11;0;1
"";"KAR1.1";81;2;343;89;0;0;0;23;0;0;0;1;0;3;0;0;2;0;0;0;0;0;0;0;544;61;0;0;0;0;61;0;25
"";"KAR1.1.1";26;0;41;21;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;91;24;0;0;0;0;24;0;4
"";"KAR1.2";7;0;17;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;28;11;0;0;0;0;11;0;2
"";"KAR1.3";11;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;4;0;0;0;0;4;0;
"Nephrologie";"NEP1";13;0;7;1;0;0;0;29;2;4;0;6;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;7
"Urologie";"URO1";90;7;162;71;2;38;5;558;5;6;1;31;0;29;4;2;20;8;0;0;49;1;0;0;1089;16;18;0;0;0;34;0;73
"";"URO1.1";10;0;16;1;1;5;0;38;1;0;0;4;0;8;0;0;0;2;0;0;9;0;0;0;95;0;0;0;0;0;0;0;6
"";"URO1.1.1";5;1;6;5;0;3;0;34;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;62;1;0;0;0;0;1;0;5
"";"URO1.1.2";7;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1
"";"URO1.1.3";6;0;8;2;0;0;0;13;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;34;1;0;0;0;0;1;0;
"";"URO1.1.4";5;0;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;
"";"URO1.1.5";1;0;3;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"";"URO1.1.6";4;1;0;3;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;1;0;0;0;19;0;0;0;0;0;0;0;
"";"URO1.1.7";2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"URO1.1.8";1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"Pneumologie";"PNE1";65;0;52;5;1;0;1;124;9;2;1;18;1;9;0;0;22;0;0;0;0;0;1;0;311;8;0;0;0;0;8;0;16
"";"PNE1.1";6;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;
"";"PNE1.2";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;
"";"PNE1.3";7;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"";"PNE2";2;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;3
"Thoraxchirurgie";"THO1";6;0;2;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;12;2;0;0;0;0;2;0;
"";"THO1.1";5;0;11;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1;0;0;0;0;1;0;
"";"THO1.2";3;0;7;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;
"Transplantationen";"TPL1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL2";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"TPL3";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"TPL4";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL5";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";42;2;36;50;2;10;4;179;16;3;2;21;112;26;2;81;78;0;6;0;0;2;0;0;674;23;8;1;4;0;36;0;90
"";"BEW2";8;1;9;8;2;15;1;68;2;6;0;3;56;12;0;18;16;2;5;0;0;2;0;0;234;9;7;0;8;0;24;0;18
"";"BEW3";19;1;4;5;1;1;1;112;2;0;0;1;9;5;1;12;14;1;0;0;0;0;0;0;189;6;4;0;3;0;13;0;14
"";"BEW4";0;0;0;0;0;1;0;3;1;0;0;3;14;1;1;3;2;0;0;0;0;0;0;0;29;2;1;0;0;0;3;0;3
"";"BEW5";4;2;27;96;5;56;1;78;12;1;1;11;56;5;1;39;127;12;2;0;0;4;0;0;540;21;21;0;0;0;42;0;73
"";"BEW6";0;0;7;31;1;23;0;93;2;10;0;15;105;0;7;27;49;5;0;0;0;0;0;0;375;12;9;0;7;0;28;0;26
"";"BEW7";3;3;15;56;0;42;0;150;31;8;2;11;186;1;1;62;105;4;0;0;0;0;0;0;680;12;31;0;5;0;48;0;59
"";"BEW8";45;2;93;72;1;7;0;2;0;37;0;0;92;1;1;73;8;0;0;0;0;0;0;0;434;45;8;0;0;0;53;0;44
"";"BEW8.1";4;0;0;2;0;0;0;0;0;3;0;0;3;3;0;8;0;0;0;0;0;0;0;0;23;1;0;0;1;0;2;0;2
"";"BEW9";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"BEW10";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"BEW11";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Rheumatologie";"RHE1";39;0;47;6;0;0;0;29;1;0;0;6;2;2;0;8;12;0;0;0;0;1;0;0;153;0;0;0;11;0;11;0;5
"";"RHE2";8;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;2
"Gynäkologie";"GYN1";121;2;75;29;9;15;2;193;10;14;1;0;0;1;1;0;26;3;5;0;0;0;0;0;507;30;30;1;1;0;62;1;51
"";"GYN1.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"GYN1.2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"GYN1.3";8;0;13;4;0;2;1;9;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;5
"";"GYN1.4";2;0;0;4;0;0;0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"";"GYN2";15;2;18;15;1;6;0;57;0;1;0;0;0;0;2;0;14;1;25;0;0;0;0;0;157;3;6;0;17;1;27;1;14
"";"PLC1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3
"Geburtshilfe";"GEBH";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"GEB1";257;6;318;68;17;0;3;880;133;84;5;0;0;0;2;0;319;38;0;0;0;0;0;0;2130;56;50;0;0;0;106;1;199
"";"GEB1.1";16;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;2
"";"GEB1.1.1";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"Neugeborene";"NEOG";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NEO1";173;4;269;61;13;0;1;685;110;80;3;0;0;3;2;0;271;37;0;0;0;0;0;0;1712;48;42;0;0;0;90;0;165
"";"NEO1.1";23;3;40;0;1;0;0;8;6;3;0;0;0;37;0;0;0;0;0;0;0;0;0;0;121;1;1;0;0;0;2;0;12
"";"NEO1.1.1";6;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;3
"";"NEO1.1.1.1";4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"(Radio-)Onkologie";"ONK1";18;0;33;1;0;0;0;23;0;0;0;4;0;3;0;0;5;6;0;0;0;0;0;0;93;3;6;0;0;0;9;0;6
"";"RAO1";21;1;53;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;
"";"NUK1";23;0;24;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;1;0;0;0;0;1;0;4
"Schwere Verletzungen";"UNF1";9;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;9
"";"UNF1.1";9;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;1
"";"UNF2";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"Total";;2844;108;3633;1262;95;332;51;8772;561;330;33;733;665;662;60;386;3037;143;137;52;74;87;16;5;24078;571;323;7;142;4;1047;8;1954
