"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess-Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Eulachklinik";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"";"NCH1.1.2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1
"";"NCH1.1.3";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;
"";"NCH2";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
"";"NCH2.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
"";"NCH3";0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;
"Neurologie";"NEU1";3;96;0;0;0;0;2;0;0;0;0;0;0;9;0;1;0;0;0;8;0;0;0;0;119;0;0;0;0;0;0;0;11;10
"";"NEU2";5;20;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;1;1
"";"NEU2.1";5;9;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;
"";"NEU3";30;313;1;1;0;0;4;0;1;1;3;0;0;1;2;0;0;0;0;0;0;0;0;0;357;0;0;0;0;0;0;0;13;19
"";"NEU3.1";7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;
"";"NEU4";1;0;0;2;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;27;0;0;0;0;41;0;0;0;0;0;0;0;0;
"";"NEU4.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;
"";"NEU4.2";2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;21;0;0;0;0;24;0;0;0;0;0;0;0;0;
"Ophthalmologie";"AUG1";14;32;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;50;1;0;0;0;0;0;1;1;1
"";"AUG1.1";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;
"";"AUG1.2";1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;1;0;0;1;0;4
"";"AUG1.3";5;50;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;61;10;0;0;0;0;0;10;0;10
"";"AUG1.4";2;254;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;264;1;0;0;0;0;0;1;0;1
"";"AUG1.5";58;27;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;162;1;0;0;0;0;0;1;0;12
"Endokrinologie";"END1";3;44;0;2;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;6;2
"Gastroenterologie";"GAE1";25;467;1;13;0;0;14;2;1;0;7;2;0;4;0;0;0;5;0;0;0;0;0;0;541;0;0;1;0;0;0;1;21;25
"";"GAE1.1";9;111;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0;0;1;0;0;0;1;5;4
"Viszeralchirugie";"VIS1";19;229;1;11;6;0;1;0;0;0;3;0;0;7;0;0;0;0;0;0;0;0;0;0;277;1;1;5;0;0;0;7;19;19
"";"VIS1.1";0;10;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1;
"";"VIS1.2";0;22;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;
"";"VIS1.3";0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;
"";"VIS1.4";14;0;0;10;0;0;0;4;0;0;21;1;0;0;5;0;0;0;0;0;0;0;0;0;55;0;0;2;1;0;0;3;9;32
"";"VIS1.4.1";2;0;0;7;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;12
"";"VIS1.5";1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;1
"Haematologie";"HAE1";23;29;0;0;0;0;0;0;1;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;1;
"";"HAE1.1";15;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;18;3;0;0;0;0;0;3;0;
"";"HAE2";20;101;2;1;0;0;1;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;135;0;0;1;0;0;0;1;3;3
"";"HAE3";0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;
"";"HAE4";2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;
"";"HAE5";3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;1
"Gefässe";"GEF1";6;81;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;1;0;0;0;0;0;1;1;3
"";"ANG1";10;157;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;172;3;0;0;0;0;0;3;0;2
"";"GEF2";3;34;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;1;0;0;0;0;0;1;0;4
"";"ANG2";9;71;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;2;0;0;0;0;0;2;0;4
"";"GEF3";3;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;0;0;0;0;0;1;2;1
"";"ANG3";5;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;
"";"RAD1";10;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;1;1
"Herz";"HER1";1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;2;0;
"";"HER1.1";9;1;1;3;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;2
"";"HER1.1.1";51;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;1;0;0;0;0;0;1;0;1
"";"HER1.1.2";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
"";"HER1.1.3";16;0;2;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;
"";"HER1.1.4";26;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;
"";"HER1.1.5";16;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;1;0;0;0;0;0;1;0;2
"";"KAR1";0;97;2;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;0;0;0;0;0;0;0;1;2
"";"KAR1.1";54;524;22;53;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;657;12;0;0;0;0;0;12;0;26
"";"KAR1.1.1";74;52;7;21;0;0;1;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;159;8;0;0;0;0;0;8;0;1
"";"KAR1.2";6;17;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;29;10;0;0;0;0;0;10;0;1
"";"KAR1.3";13;31;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;49;2;0;0;0;0;0;2;0;
"Nephrologie";"NEP1";3;84;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;2;2
"Urologie";"URO1";41;942;6;21;0;6;88;0;0;3;2;3;0;13;0;1;0;2;0;0;9;0;0;0;1137;3;9;79;1;0;0;92;21;93
"";"URO1.1";2;72;0;8;0;0;3;0;0;0;3;0;0;4;1;0;0;0;0;0;1;0;0;0;94;0;2;3;1;0;0;6;6;9
"";"URO1.1.1";5;61;0;24;0;0;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;3;3
"";"URO1.1.2";3;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;
"";"URO1.1.3";3;24;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;30;0;0;1;0;0;0;1;2;1
"";"URO1.1.4";0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;
"";"URO1.1.5";1;7;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;
"";"URO1.1.6";1;11;0;1;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;1
"";"URO1.1.7";2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1
"";"URO1.1.8";0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;
"Pneumologie";"PNE1";13;296;1;2;0;0;9;0;5;0;0;1;0;15;1;0;0;0;0;0;0;0;0;0;343;0;0;0;0;0;0;0;9;21
"";"PNE1.1";5;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;
"";"PNE1.2";40;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;
"";"PNE1.3";2;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1
"";"PNE2";3;147;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;156;0;0;0;0;0;0;0;1;4
"Thoraxchirurgie";"THO1";4;4;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;
"";"THO1.1";4;29;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;1
"";"THO1.2";2;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;
"Transplantationen";"TPL1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"";"TPL2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"";"TPL3";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"";"TPL4";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"";"TPL5";2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";21;490;4;20;0;12;13;0;3;4;2;21;68;9;0;51;0;0;10;0;0;0;0;0;728;26;7;87;1;0;0;121;12;73
"";"BEW2";5;117;0;6;2;13;6;0;0;6;0;12;25;4;0;16;0;3;14;0;0;0;0;1;230;12;5;22;3;0;0;42;3;22
"";"BEW3";8;183;0;4;0;1;3;3;0;0;0;0;7;4;1;2;0;0;1;0;0;0;0;0;217;1;0;12;2;0;0;15;5;13
"";"BEW4";0;10;0;3;0;0;0;0;0;2;0;0;4;0;2;4;0;0;0;0;0;0;0;0;25;0;2;3;0;0;0;5;0;1
"";"BEW5";4;119;0;36;0;11;13;0;1;2;6;2;32;0;0;18;0;2;1;0;0;6;0;0;253;6;10;149;0;0;2;167;3;64
"";"BEW6";0;258;0;12;0;4;8;1;1;2;6;2;57;0;1;21;0;0;0;0;0;0;0;0;373;0;6;38;3;0;0;47;4;36
"";"BEW7";2;736;1;32;0;3;15;0;7;6;14;0;84;1;0;43;0;3;0;0;0;0;0;0;947;1;10;112;0;0;0;123;6;91
"";"BEW8";8;389;1;39;0;2;0;0;0;36;0;0;43;0;0;32;0;0;0;0;0;0;0;0;550;10;4;45;1;0;0;60;0;33
"";"BEW8.1";2;13;0;6;0;0;0;0;0;1;0;0;3;2;0;1;0;0;0;0;0;0;0;0;28;1;0;1;0;0;0;2;0;2
"";"BEW9";0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;
"";"BEW10";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;
"";"BEW11";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;
"Rheumatologie";"RHE1";10;152;0;4;0;0;0;0;1;0;1;0;2;0;0;3;0;0;0;0;0;0;0;0;173;1;0;10;3;0;0;14;8;5
"";"RHE2";5;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;
"Gynäkologie";"GYN1";47;488;3;18;6;1;12;4;7;8;12;0;0;1;1;0;0;2;1;0;0;0;0;0;611;6;9;42;0;0;3;60;27;86
"";"GYN1.1";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
"";"GYN1.2";0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;1;0;
"";"GYN1.3";5;38;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;2;0;0;0;2;0;
"";"GYN1.4";2;13;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0;0;0;1;1;
"";"GYN2";8;191;1;6;0;0;1;1;2;1;1;0;0;0;4;0;0;1;7;0;0;0;0;0;224;2;2;18;13;1;0;36;8;7
"";"PLC1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;4
"Geburtshilfe";"GEBH";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"";"GEB1";78;1837;8;30;2;0;117;12;47;69;48;0;0;0;3;0;0;25;0;0;0;0;0;0;2276;4;23;8;1;0;0;36;146;238
"";"GEB1.1";10;17;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;2;4
"";"GEB1.1.1";4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
"Neugeborene";"NEOG";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;
"";"NEO1";47;1464;4;25;1;0;96;10;43;65;44;0;0;0;2;0;0;23;0;0;0;0;0;0;1824;4;19;0;0;0;0;23;113;192
"";"NEO1.1";7;99;2;0;0;0;0;0;3;1;0;0;0;10;0;0;0;0;0;0;0;0;0;0;122;0;1;0;0;0;0;1;3;7
"";"NEO1.1.1";7;18;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;4
"";"NEO1.1.1.1";1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;5
"(Radio-)Onkologie";"ONK1";3;136;4;0;0;0;0;0;0;0;1;0;0;8;0;0;0;4;0;0;0;0;0;0;156;0;6;1;0;0;0;7;3;1
"";"RAO1";5;99;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;109;0;0;0;0;0;0;0;0;1
"";"NUK1";4;73;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;7
"Schwere Verletzungen";"UNF1";2;15;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;1;3
"";"UNF1.1";1;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;3
"";"UNF2";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;
"Total";;1553;20236;226;618;37;73;620;56;209;239;266;88;340;384;45;211;7;86;70;58;17;289;3;9;25740;151;132;920;81;2;6;1292;849;2287
