"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess-Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"";"ANG1";35;1;1;18;0;0;0;1;0;1;0;0;0;0;19;0;0;0;0;0;0;0;0;0;76;2;1;0;0;0;3;0;3
"";"GEF2";4;0;1;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;1;0;1
"";"ANG2";13;2;0;18;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;35;2;1;0;0;0;3;0;
"";"GEF3";1;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1
"";"ANG3";3;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;1;0;
"";"RAD1";8;0;0;3;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;18;2;0;0;0;0;2;0;
"Herz";"HER1";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"HER1.1";5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;2;0;1
"";"HER1.1.1";12;0;3;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;2;0;0;0;0;2;0;
"";"HER1.1.2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"HER1.1.3";3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"HER1.1.4";0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;1;0;
"";"HER1.1.5";2;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;0;0;0;1;0;
"";"KAR1";10;1;3;26;0;0;0;0;0;6;1;0;0;0;15;0;0;0;0;0;0;0;0;0;62;3;0;0;0;0;3;0;2
"";"KAR1.1";97;0;23;197;0;0;1;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0;0;0;334;18;0;0;0;0;18;0;13
"";"KAR1.1.1";29;0;4;21;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;56;22;0;0;0;0;22;0;1
"";"KAR1.2";10;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;16;8;0;0;0;0;8;0;2
"";"KAR1.3";11;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1;0;0;0;0;1;0;
"Nephrologie";"NEP1";5;0;0;1;0;0;0;0;0;10;0;0;0;0;16;0;0;0;0;0;0;0;0;0;32;1;0;0;0;0;1;0;
"Urologie";"URO1";99;2;5;94;3;8;6;0;0;36;5;2;0;7;251;1;0;2;0;0;4;0;0;0;525;11;23;0;0;0;34;0;24
"";"URO1.1";9;0;1;9;0;0;0;0;0;3;0;0;0;2;9;0;0;1;0;0;0;0;0;0;34;1;2;0;1;0;4;0;2
"";"URO1.1.1";5;0;0;11;0;0;1;0;0;0;0;0;0;0;9;0;0;0;0;0;1;0;0;0;27;2;0;0;0;0;2;0;
"";"URO1.1.2";1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"URO1.1.3";4;0;2;2;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;1
"";"URO1.1.4";2;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"URO1.1.5";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"URO1.1.6";1;0;0;1;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"";"URO1.1.7";2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;
"";"URO1.1.8";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"Pneumologie";"PNE1";26;0;3;30;0;0;3;2;0;16;2;2;0;6;88;0;0;0;0;0;0;0;0;0;178;4;0;0;0;0;4;0;10
"";"PNE1.1";0;0;0;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;2
"";"PNE1.2";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"PNE1.3";2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1
"";"PNE2";3;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"Thoraxchirurgie";"THO1";2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"THO1.1";6;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;
"";"THO1.2";1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"Transplantationen";"TPL1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL3";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL4";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL5";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";13;1;4;55;1;4;1;2;1;22;2;3;79;8;110;45;0;2;2;0;0;1;0;0;356;18;5;0;8;0;31;0;31
"";"BEW2";5;2;0;26;1;5;1;0;0;8;2;1;33;6;35;12;0;1;2;0;0;0;0;0;140;2;3;0;10;0;15;0;3
"";"BEW3";5;0;0;13;0;0;1;0;0;3;1;0;14;0;17;3;0;0;0;0;0;0;0;0;57;5;1;0;9;0;15;0;5
"";"BEW4";0;0;0;0;0;0;0;0;0;2;0;0;8;0;3;2;0;0;0;0;0;0;0;0;15;0;1;0;0;0;1;0;2
"";"BEW5";3;0;0;93;0;17;5;0;0;17;3;1;39;1;56;19;0;0;1;0;0;0;0;0;255;8;16;1;4;0;29;0;24
"";"BEW6";0;0;0;37;0;15;1;0;0;2;3;1;81;0;39;21;0;4;0;0;0;0;0;0;204;2;4;0;7;0;13;0;14
"";"BEW7";1;6;0;93;0;8;1;1;1;22;5;0;106;0;147;27;0;1;0;0;0;0;0;0;419;4;20;1;2;0;27;0;12
"";"BEW8";17;2;1;87;3;1;0;0;0;36;0;0;55;0;10;32;0;0;0;0;0;0;0;0;244;11;5;0;0;0;16;0;4
"";"BEW8.1";1;0;0;1;0;0;0;0;0;4;0;0;3;0;0;3;0;0;0;0;0;0;0;0;12;4;0;0;1;0;5;0;
"";"BEW9";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"BEW10";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0;
"";"BEW11";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Rheumatologie";"RHE1";4;0;1;6;0;0;0;0;1;4;0;0;3;1;26;2;0;0;0;0;0;0;0;0;48;1;0;0;15;0;16;0;2
"";"RHE2";3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;1;0;
"Gynäkologie";"GYN1";33;2;4;97;4;3;3;0;0;26;7;0;0;1;120;0;0;0;0;0;1;0;0;0;301;12;30;0;4;0;46;0;6
"";"GYN1.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"GYN1.2";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"GYN1.3";3;0;0;2;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;15;0;0;0;1;0;1;0;
"";"GYN1.4";1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;1;0;
"";"GYN2";6;0;0;31;0;5;0;0;0;3;4;0;0;0;36;0;0;3;13;0;0;0;0;0;101;3;8;0;17;2;30;0;
"";"PLC1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;2
"Geburtshilfe";"GEBH";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"GEB1";87;1;7;164;2;0;15;0;0;172;14;0;0;0;392;0;0;11;0;0;0;0;0;0;865;8;22;0;0;0;30;1;10
"";"GEB1.1";5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1
"";"GEB1.1.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"Neugeborene";"NEOG";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NEO1";45;0;4;135;2;0;12;0;0;170;13;0;0;3;312;0;0;10;0;0;0;0;0;0;706;7;17;0;0;0;24;0;3
"";"NEO1.1";10;1;2;1;0;0;0;0;0;7;0;0;0;23;5;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;3
"";"NEO1.1.1";3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"NEO1.1.1.1";3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"(Radio-)Onkologie";"ONK1";11;0;10;4;0;0;1;0;0;0;0;0;0;4;4;0;0;2;0;0;0;0;1;0;37;5;0;0;0;0;5;0;1
"";"RAO1";10;0;0;2;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;1
"";"NUK1";6;1;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;
"Schwere Verletzungen";"UNF1";2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1
"";"UNF1.1";3;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1
"";"UNF2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"Total";;1407;59;151;2070;34;86;109;22;8;1195;156;33;443;372;5017;210;2;63;42;16;7;3;8;3;11516;244;197;4;218;11;674;3;532
