"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess-Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"";"HNO1.3";88;0;0;1;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;93;0;6;0;1;0;7;0;12
"Hals-Nasen_Ohren";"HNO1.3.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;1
"Hals-Nasen-Ohren";"HNO1.3.2";10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;
"";"HNO2";77;1;44;37;1;6;0;5;0;22;0;32;0;0;0;0;0;0;0;0;0;0;0;0;225;3;10;0;0;0;13;0;8
"";"KIE1";48;2;1;2;1;0;0;0;0;0;0;1;0;7;0;0;0;0;14;0;0;0;0;0;76;0;0;0;5;0;5;0;4
"Neurochirurgie";"NCH1";163;3;0;41;0;0;0;0;0;0;0;0;1;16;0;0;0;0;1;0;0;0;0;0;225;8;1;0;0;0;9;0;12
"";"NCH1.1";13;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1;0;0;0;0;1;0;
"";"NCH1.1.1";39;0;0;10;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;
"";"NCH1.1.1.1";5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1
"";"NCH1.1.2";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;
"";"NCH1.1.3";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH2";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"NCH2.1";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"NCH3";7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;1;0;1;0;
"Neurologie";"NEU1";104;4;50;14;2;0;6;6;0;15;2;34;0;17;0;1;2;0;0;1;0;0;0;0;258;1;0;0;0;0;1;2;17
"";"NEU2";13;0;11;2;0;0;0;0;0;2;0;8;0;1;0;0;0;0;0;0;0;0;0;0;37;1;0;0;0;0;1;0;2
"";"NEU2.1";23;0;3;2;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;33;0;0;0;0;0;0;0;2
"";"NEU3";307;0;179;116;14;0;2;3;2;28;4;124;0;5;0;0;1;0;0;0;0;0;1;0;786;7;2;0;0;0;9;0;35
"";"NEU3.1";18;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;2
"";"NEU4";3;0;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;52;0;0;0;0;63;0;0;0;0;0;0;0;2
"";"NEU4.1";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;16;0;0;0;0;0;0;0;
"";"NEU4.2";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;57;0;0;0;0;0;0;0;
"Ophthalmologie";"AUG1";65;4;9;1;0;1;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;84;6;1;0;0;0;7;0;3
"";"AUG1.1";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;32;0;0;0;0;0;0;0;
"";"AUG1.2";23;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;28;0;0;0;0;1;1;0;
"";"AUG1.3";50;7;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;85;21;0;0;0;0;21;0;19
"";"AUG1.4";40;11;39;69;0;0;0;0;0;15;0;0;0;1;0;0;0;0;6;0;0;0;0;0;181;30;0;0;75;0;105;0;3
"";"AUG1.5";184;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;292;7;0;0;0;0;7;0;15
"Endokrinologie";"END1";36;0;50;5;9;0;1;2;0;21;1;40;0;7;0;1;2;0;0;1;0;0;1;1;178;0;1;0;0;0;1;0;9
"Gastroenterologie";"GAE1";298;4;563;146;57;0;9;11;3;129;5;380;0;19;7;0;3;13;0;0;0;0;0;0;1647;41;9;0;0;0;50;0;26
"";"GAE1.1";63;0;94;32;2;0;0;1;0;23;0;72;0;0;1;0;1;1;0;0;0;0;0;0;290;7;6;0;0;0;13;0;8
"Viszeralchirugie";"VIS1";154;1;160;96;13;1;0;5;2;12;1;62;0;21;3;0;0;0;0;0;0;0;0;0;531;23;9;0;0;0;32;2;10
"";"VIS1.1";12;0;16;11;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;40;4;0;0;0;0;4;0;
"";"VIS1.2";9;0;15;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;3;0;0;0;0;3;0;1
"";"VIS1.3";7;0;2;7;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;
"";"VIS1.4";49;0;14;15;0;0;0;28;0;0;2;14;0;0;23;0;0;0;0;0;0;0;0;0;145;0;1;0;0;0;1;0;17
"";"VIS1.4.1";8;0;1;28;0;0;0;14;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;9
"";"VIS1.5";11;0;13;9;0;0;0;2;0;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;46;2;5;0;0;0;7;0;
"Haematologie";"HAE1";40;0;16;11;1;0;0;0;0;1;0;6;0;38;0;0;0;0;0;0;0;0;2;0;115;1;0;0;0;0;1;0;2
"";"HAE1.1";4;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;2
"";"HAE2";92;0;121;42;6;0;0;1;0;19;2;54;1;6;1;1;5;1;0;0;0;0;1;1;354;11;8;0;0;0;19;0;6
"";"HAE3";19;0;19;6;2;0;1;0;0;4;0;7;0;0;0;0;1;1;0;0;0;0;0;0;60;1;4;0;0;0;5;0;
"";"HAE4";4;0;4;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"";"HAE5";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"Gefässe";"GEF1";52;0;38;24;0;0;0;0;0;0;0;7;0;1;0;1;0;0;0;0;0;0;0;0;123;15;5;0;0;0;20;0;4
"";"ANG1";206;0;97;28;8;0;1;1;0;3;0;53;0;0;0;0;1;0;0;0;0;0;0;0;398;14;9;0;0;0;23;0;4
"";"GEF2";12;0;25;7;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;48;3;0;0;0;0;3;0;1
"";"ANG2";75;5;34;43;0;0;0;0;0;1;0;9;0;2;0;0;0;0;0;0;0;0;0;0;169;14;1;0;0;0;15;0;3
"";"GEF3";23;0;20;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;6;0;0;0;0;6;0;
"";"ANG3";22;0;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
"";"RAD1";32;0;16;7;0;0;1;0;0;2;0;10;0;1;0;0;0;0;0;0;0;0;0;0;69;5;0;0;0;0;5;0;1
"Herz";"HER1";2;0;1;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;1;0;
"";"HER1.1";7;1;3;3;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;
"";"HER1.1.1";38;0;45;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;8;0;0;0;0;8;0;1
"";"HER1.1.2";0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;
"";"HER1.1.3";13;0;7;5;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;36;4;0;0;0;0;4;0;
"";"HER1.1.4";28;0;25;32;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;86;5;0;0;0;0;5;0;3
"";"HER1.1.5";18;0;14;21;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;54;13;0;0;0;0;13;0;4
"";"KAR1";56;1;75;47;7;0;1;1;0;18;0;69;1;1;0;0;0;0;0;0;0;0;0;0;277;29;0;0;0;0;29;0;3
"";"KAR1.1";480;2;488;330;3;0;0;1;0;0;1;8;0;3;0;0;0;0;0;0;0;0;0;0;1316;179;0;0;0;0;179;0;28
"";"KAR1.1.1";145;0;81;70;0;0;0;0;0;0;0;2;0;9;0;0;0;0;0;0;0;0;0;0;307;70;0;0;0;0;70;0;5
"";"KAR1.2";43;0;22;19;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;85;36;0;0;0;0;36;0;
"";"KAR1.3";23;0;27;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;59;11;0;0;0;0;11;0;
"Nephrologie";"NEP1";134;0;64;12;1;0;0;0;2;32;2;100;0;0;0;1;0;0;0;0;0;0;1;0;349;13;0;0;0;0;13;0;7
"Urologie";"URO1";599;12;645;246;22;301;12;16;0;133;5;271;0;45;14;9;0;14;1;0;66;0;0;0;2411;122;136;1;1;0;260;0;47
"";"URO1.1";58;1;48;20;4;22;2;3;0;30;1;21;0;17;3;0;0;4;0;0;5;0;0;0;239;10;6;0;1;0;17;1;9
"";"URO1.1.1";16;5;19;39;0;12;1;2;0;0;0;0;0;0;7;0;0;0;0;0;9;0;0;0;110;4;0;0;0;0;4;0;3
"";"URO1.1.2";15;0;14;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;
"";"URO1.1.3";24;0;26;13;0;0;0;0;0;1;0;1;0;2;4;0;0;0;0;0;0;0;0;0;71;4;2;0;0;0;6;0;
"";"URO1.1.4";3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;1;0;1
"";"URO1.1.5";6;0;2;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;2;0;0;0;17;0;0;0;0;0;0;0;
"";"URO1.1.6";7;1;0;4;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;
"";"URO1.1.7";3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;1
"";"URO1.1.8";3;0;10;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;17;0;0;0;0;0;0;0;
"Pneumologie";"PNE1";255;2;254;61;29;0;0;2;6;51;2;230;0;35;4;2;2;0;0;0;0;0;0;1;936;33;5;0;0;0;38;0;27
"";"PNE1.1";20;0;21;2;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;1
"";"PNE1.2";24;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;
"";"PNE1.3";9;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;
"";"PNE2";25;0;2;0;0;0;0;0;0;1;0;5;0;12;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;7
"Thoraxchirurgie";"THO1";10;0;3;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;1
"";"THO1.1";26;0;33;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;2
"";"THO1.2";5;0;10;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;20;4;0;0;0;0;4;0;
"Transplantationen";"TPL1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL3";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"TPL4";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL5";5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";197;13;184;211;28;91;8;12;2;89;1;125;287;59;6;235;2;13;14;0;0;6;0;0;1583;83;39;3;17;0;142;1;96
"";"BEW2";41;1;30;57;6;74;0;4;1;64;1;35;140;22;2;64;3;9;9;0;0;2;0;1;566;27;25;0;21;0;73;0;25
"";"BEW3";37;3;22;28;9;16;2;9;2;10;0;21;31;18;7;18;0;1;0;0;0;0;0;0;234;48;32;0;18;0;98;1;15
"";"BEW4";1;0;4;7;0;1;0;1;0;4;0;7;28;0;4;7;0;3;0;0;0;0;0;0;67;1;4;0;0;0;5;0;1
"";"BEW5";49;3;99;317;12;297;1;6;4;43;5;60;155;6;4;106;0;43;8;0;0;14;0;0;1232;82;97;4;2;0;185;0;81
"";"BEW6";14;0;36;76;2;117;2;6;1;34;0;60;238;1;19;116;0;17;0;0;0;0;0;0;739;26;40;0;13;0;79;0;37
"";"BEW7";21;14;108;217;11;295;1;11;3;96;15;76;438;2;0;235;1;24;0;0;0;0;0;0;1568;85;144;2;11;0;242;0;45
"";"BEW8";129;2;159;229;15;15;0;0;0;132;0;4;209;1;5;172;0;0;0;0;0;0;0;0;1072;96;37;1;3;0;137;0;27
"";"BEW8.1";11;0;1;5;0;0;0;0;0;21;0;0;7;2;0;4;0;0;0;0;0;0;0;0;51;4;2;0;0;0;6;0;6
"";"BEW9";0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"BEW10";2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2
"";"BEW11";2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"Rheumatologie";"RHE1";112;2;112;18;8;10;2;3;1;20;1;49;10;16;0;19;2;0;1;0;0;0;0;0;386;7;5;1;20;0;33;0;6
"";"RHE2";29;0;5;0;0;0;0;0;0;3;0;2;0;4;0;0;0;0;0;0;0;0;1;0;44;1;0;0;0;0;1;0;1
"Gynäkologie";"GYN1";646;5;405;188;111;66;5;25;0;125;12;2;0;16;6;0;1;11;2;0;0;0;0;0;1626;114;115;1;5;0;235;0;86
"";"GYN1.1";5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"GYN1.2";4;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"";"GYN1.3";28;0;28;11;0;0;0;0;0;12;0;4;0;0;0;0;1;7;0;0;0;0;0;0;91;4;7;0;0;0;11;0;2
"";"GYN1.4";10;0;10;3;0;0;0;0;0;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;34;0;2;0;0;0;2;0;
"";"GYN2";104;3;88;65;6;15;0;4;1;27;1;1;0;0;9;0;0;7;66;0;0;0;0;0;397;17;42;1;43;2;105;0;5
"";"PLC1";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3
"Geburtshilfe";"GEBH";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"GEB1";2088;13;1866;429;220;1;30;107;54;1052;7;2;0;0;7;0;13;213;0;0;0;0;0;0;6102;267;273;0;0;0;540;2;88
"";"GEB1.1";45;1;6;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;2
"";"GEB1.1.1";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;
"Neugeborene";"NEOG";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NEO1";1476;12;1544;387;180;0;23;94;53;980;6;0;0;14;8;0;10;182;0;0;0;0;0;0;4969;234;221;0;0;0;455;3;57
"";"NEO1.1";101;1;56;10;0;0;0;1;1;40;0;0;0;69;0;0;0;0;0;0;0;0;0;0;279;2;11;0;0;0;13;0;14
"";"NEO1.1.1";27;0;1;0;0;0;0;0;0;1;0;0;0;7;0;0;0;1;0;0;0;0;0;0;37;0;0;0;0;0;0;0;3
"";"NEO1.1.1.1";23;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;
"(Radio-)Onkologie";"ONK1";28;0;85;14;3;0;0;6;1;4;0;19;0;30;0;0;1;7;0;0;0;0;0;0;198;8;1;0;0;0;9;0;8
"";"RAO1";83;0;127;24;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;239;0;1;0;0;0;1;0;4
"";"NUK1";45;0;30;13;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;2;0;0;0;0;2;0;9
"Schwere Verletzungen";"UNF1";30;1;2;0;1;0;0;0;0;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;11
"";"UNF1.1";29;0;9;0;1;0;0;0;0;3;0;7;0;0;0;1;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;5
"";"UNF2";10;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1
"Total";;14965;247;15121;5681;1637;1894;234;632;210;5191;127;6975;1649;2205;255;1148;174;646;376;111;90;158;106;68;59900;2404;1622;24;498;9;4557;26;2215
