"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"";"GAE1.1";138;144;132;83;20;0;32;61;81;44;91;83;0;1;27;0;6;0;0;0;0;0;0;0;943;26;7;0;0;0;33;3;16
"Viszeralchirugie";"VIS1";481;345;297;362;74;1;106;155;160;88;149;126;0;96;134;0;7;4;0;0;0;1;0;0;2586;87;49;14;16;0;166;45;97
"";"VIS1.1";29;35;34;27;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;128;1;0;0;0;0;1;0;3
"";"VIS1.2";36;41;18;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;2;0;0;0;0;2;0;3
"";"VIS1.3";19;12;15;14;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;1
"";"VIS1.4";100;0;36;83;0;0;0;140;0;0;98;1;0;0;90;0;0;0;0;0;0;0;0;0;548;0;0;0;0;0;0;11;119
"";"VIS1.4.1";26;0;1;44;0;0;0;67;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;154;0;1;0;0;0;1;2;33
"";"VIS1.5";20;27;19;24;0;0;10;11;0;0;0;7;0;1;4;0;0;0;0;0;0;0;0;0;123;0;1;0;0;0;1;0;2
"Hämatologie";"HAE1";174;45;26;21;1;0;11;13;5;9;4;14;0;140;12;0;6;1;0;0;0;0;1;0;483;2;0;0;0;0;2;0;10
"";"HAE1.1";98;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;112;0;0;0;0;0;0;0;5
"";"HAE2";452;188;119;84;13;0;88;53;62;33;69;59;0;9;33;3;12;11;0;0;0;1;9;0;1298;29;1;2;1;0;33;3;50
"";"HAE3";35;35;22;15;5;0;16;6;16;10;7;28;0;3;5;0;11;2;0;0;0;0;0;0;216;5;0;0;0;0;5;0;8
"";"HAE4";56;0;7;13;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;78;0;1;0;0;0;1;0;
"";"HAE5";28;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;1
"Gefässe";"GEF1";66;125;57;71;0;0;1;10;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;334;13;13;0;0;0;26;1;16
"";"ANG1";447;292;114;124;16;0;0;33;34;2;0;65;0;3;7;1;0;0;0;0;0;0;0;0;1138;106;34;0;0;0;140;1;76
"";"GEFA";273;144;99;148;0;0;0;1;5;2;1;13;0;9;1;0;0;0;0;0;0;0;0;0;696;34;19;0;1;0;54;0;31
"";"GEF3";65;31;33;43;0;0;0;12;1;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;189;3;2;0;0;0;5;0;7
"";"ANG3";63;22;11;21;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;118;1;0;0;0;0;1;0;4
"";"RAD1";56;26;29;140;4;0;3;4;0;0;1;8;0;1;2;1;0;0;0;0;0;0;0;0;275;8;0;0;10;0;18;0;11
"Herz";"HER1";4;5;4;7;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;22;1;0;0;0;0;1;0;
"";"HER1.1";19;1;16;7;0;0;0;0;1;0;0;0;0;22;0;1;0;0;0;0;0;0;0;0;67;0;1;0;0;0;1;0;5
"";"HER1.1.1";169;0;141;108;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;420;9;0;0;0;0;9;0;4
"";"HER1.1.2";0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;
"";"HER1.1.3";54;0;17;9;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;107;3;0;0;0;0;3;0;6
"";"HER1.1.4";70;0;74;83;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;229;17;0;0;0;0;17;0;11
"";"HER1.1.5";59;0;44;50;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;157;7;0;0;0;0;7;0;3
"";"KAR1";143;106;152;111;3;0;22;52;22;20;27;65;0;1;7;0;0;0;0;0;0;0;0;0;731;78;5;0;0;0;83;1;17
"";"KAR1.1";1538;672;1271;960;3;0;38;8;5;9;34;11;0;18;16;0;1;3;0;0;0;0;0;0;4587;275;66;0;0;0;341;0;144
"";"KAR1.1.1";269;11;134;181;0;0;0;1;1;0;0;1;0;27;0;0;0;0;0;0;0;0;0;0;625;76;0;0;0;0;76;0;22
"";"KAR1.2";215;68;178;203;0;0;0;0;0;1;136;0;0;17;0;0;0;0;0;0;0;0;0;0;818;166;0;0;0;0;166;0;30
"";"KAR1.3";116;33;58;41;0;0;0;0;0;0;23;8;0;0;0;0;0;0;0;0;0;0;0;0;279;17;0;0;0;0;17;0;4
"Nephrologie";"NEP1";212;94;76;15;22;0;40;39;21;64;42;89;0;6;24;3;0;0;0;0;0;0;0;0;747;32;0;1;0;0;33;3;27
"Urologie";"URO1";1297;1148;904;698;177;446;629;562;138;286;412;286;0;121;414;40;122;125;1;0;797;5;0;0;8608;143;198;82;13;0;436;43;365
"";"URO1.1";111;117;86;75;10;13;22;87;5;79;44;27;0;76;35;2;7;5;0;0;120;0;0;0;921;7;29;13;7;0;56;21;58
"";"URO1.1.1";61;78;59;118;0;8;29;21;0;0;0;0;0;0;37;0;0;0;0;0;63;0;0;0;474;2;15;0;0;0;17;6;11
"";"URO1.1.2";26;16;13;18;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;86;5;4;0;0;0;9;1;3
"";"URO1.1.3";24;25;24;23;0;0;13;6;1;0;0;0;0;4;17;0;0;0;0;0;0;0;0;0;137;1;4;0;0;0;5;0;8
"";"URO1.1.4";11;16;9;9;0;0;2;7;3;0;2;0;0;2;4;0;0;0;0;0;0;0;0;0;65;2;0;0;0;0;2;0;1
"";"URO1.1.7";10;5;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;33;0;0;4;0;0;4;0;
"";"URO1.1.8";12;9;19;0;0;0;0;9;0;5;0;0;0;0;1;0;0;0;0;0;17;0;0;0;72;0;0;0;0;0;0;0;1
"Pneumologie";"PNE1";621;335;397;72;142;0;283;159;217;95;189;294;0;78;99;0;28;7;0;0;0;0;5;3;3024;54;4;1;0;0;59;19;93
"";"PNE1.1";14;4;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;6
"";"PNE1.2";173;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;0;0;0;0;0;0;0;1
"";"PNE1.3";21;13;2;0;0;0;2;0;1;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;3
"";"PNE2";67;33;3;0;0;0;5;0;7;0;20;2;0;56;0;0;0;0;0;6;0;0;0;0;199;0;0;0;0;0;0;0;20
"Thoraxchirurgie";"THO1";82;33;41;19;0;0;1;0;2;2;5;4;0;5;1;0;0;0;0;0;0;0;0;0;195;1;6;0;0;0;7;0;4
"";"THO1.1";106;57;45;41;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;250;3;4;0;0;0;7;0;5
"";"THO1.2";37;22;14;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;2;5;0;0;0;7;0;2
"Transplantationen";"TPL1";6;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"";"TPL2";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"TPL3";27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;1
"";"TPL4";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"TPL5";36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;2
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";488;672;350;428;108;124;241;240;233;134;113;220;739;139;146;822;41;7;130;0;1;64;0;0;5440;199;126;84;75;0;484;15;477
"";"BEW2";94;107;67;97;22;91;76;72;42;85;27;76;367;60;59;159;21;4;34;0;0;48;2;7;1617;76;52;19;37;0;184;7;113
"";"BEW3";127;281;98;47;12;6;29;84;67;14;24;31;60;40;49;72;6;1;20;0;0;0;0;0;1068;27;31;15;97;0;170;9;81
"";"BEW4";0;44;13;17;0;4;18;10;4;5;3;5;122;0;4;31;3;3;2;0;0;12;0;0;300;17;32;4;0;0;53;0;29
"";"BEW5";38;199;74;569;45;197;85;81;101;26;41;123;426;23;57;273;21;25;5;0;0;67;0;0;2476;98;263;170;50;0;581;3;304
"";"BEW6";11;273;64;202;37;240;266;159;71;86;97;68;619;1;95;346;21;9;13;0;0;137;0;0;2815;41;177;45;21;0;284;4;234
"";"BEW7";0;64;25;50;0;11;13;9;5;0;5;7;74;16;3;74;0;25;0;0;0;6;0;0;387;12;36;7;6;0;61;0;40
"";"BEW7.1";39;435;112;199;10;214;123;114;186;95;153;99;659;0;97;277;39;0;0;0;0;23;0;0;2874;59;192;35;9;0;295;13;117
"";"BEW7.1.1";12;46;23;27;7;10;15;13;16;16;6;5;67;0;1;69;1;0;0;0;0;1;0;0;335;6;22;0;4;0;32;2;8
"";"BEW7.2";1;305;69;209;7;253;108;159;156;96;172;51;569;0;67;224;35;0;0;0;0;45;0;0;2526;76;186;121;26;0;409;5;144
"";"BEW7.2.1";0;13;3;11;0;7;8;14;3;7;8;0;38;0;3;22;0;0;0;0;0;0;0;0;137;4;29;7;8;0;48;0;6
"";"BEW8";201;318;253;498;49;29;1;0;0;304;0;0;490;5;41;434;8;0;0;0;0;0;0;0;2631;186;104;60;10;0;360;4;222
"";"BEW8.1";49;28;26;82;6;1;0;0;0;107;0;0;85;8;3;82;2;0;0;0;0;0;0;0;479;39;12;7;2;0;60;0;46
"";"BEW9";3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;10;1;0;0;0;0;1;0;1
"";"BEW10";5;1;0;2;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;5;0;0;19;0;4;0;0;0;4;0;1
"";"BEW11";3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1
"Rheumatologie";"RHE1";160;94;64;18;23;3;45;33;21;27;18;41;6;26;20;32;12;0;0;0;0;0;3;1;647;5;2;3;2;0;12;3;17
"";"RHE2";114;15;8;1;3;0;2;4;6;3;4;3;0;15;1;0;1;0;0;0;0;0;0;0;180;2;0;0;0;0;2;0;4
"Gynäkologie";"GYN1";1140;470;462;401;251;110;164;265;185;239;367;5;0;25;165;0;35;22;1;0;19;0;0;0;4326;138;155;23;72;0;388;51;308
"";"GYNT";70;34;47;39;1;0;1;25;19;22;26;0;0;0;0;0;1;0;0;0;0;0;0;0;285;11;1;1;2;0;15;3;12
"";"GYN2";165;189;117;352;1;44;0;57;75;62;83;0;0;0;41;0;1;13;0;0;0;0;0;0;1200;66;73;8;53;0;200;5;52
"";"PLC1";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;37
"Geburtshilfe";"GEB1";2947;1818;2227;777;747;0;955;960;1423;2290;902;2;0;0;518;0;249;333;0;0;0;0;0;0;16148;402;440;0;1;0;843;98;594
"";"GEB1.1";126;21;12;1;0;0;1;1;7;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;175;1;1;0;0;0;2;0;13
"";"GEB1.1.1";62;2;2;0;0;0;0;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;2
"Neugeborene";"NEO1";2117;1391;1875;744;615;0;829;832;1250;1861;751;0;0;12;448;0;217;284;0;0;0;0;0;0;13226;390;406;0;0;0;796;91;482
"";"NEO1.1";231;309;224;8;6;0;14;9;71;308;13;0;0;87;0;0;0;3;0;0;0;0;0;0;1283;0;18;0;0;0;18;3;13
"";"NEO1.1.1";349;20;3;1;0;0;0;0;4;11;0;0;0;70;0;0;0;0;0;0;0;0;0;0;458;1;0;0;0;0;1;0;28
"";"NEO1.1.1.1";47;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;3
"(Radio-)Onkologie";"ONK1";200;111;83;28;1;0;6;19;5;2;28;34;0;36;13;0;1;13;0;0;0;0;0;0;580;23;4;4;0;0;31;0;20
"";"RAO1";221;149;175;73;1;0;4;1;1;7;6;0;0;0;22;0;0;0;0;0;23;0;0;0;683;2;1;0;0;0;3;0;10
"";"NUK1";126;59;73;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268;0;0;0;0;0;0;0;21
"Schwere Verletzungen";"UNF1";84;27;16;2;1;0;3;4;6;4;3;2;0;9;2;2;2;0;0;0;0;0;1;0;168;0;0;0;0;0;0;2;23
"";"UNF1.1";90;35;14;5;8;0;9;8;9;6;4;10;0;25;4;4;4;0;0;0;0;0;0;0;235;0;0;0;0;0;0;0;32
"";"UNF2";15;0;1;0;0;0;2;0;2;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;30;1;0;0;0;0;1;0;1
"Total";;32624;24642;21736;14003;6518;2233;10056;9690;9998;10210;9930;8343;4688;6063;6541;3593;2895;1274;1226;414;1230;672;205;116;188900;4308;3491;1142;1078;54;10073;960;10715
