"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"";"HNO1.3";48;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;2;0;0;0;2;0;2
"";"HNO1.3.1";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"HNO1.3.2";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"";"HNO2";17;44;9;19;0;0;0;0;47;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;148;0;5;0;2;0;7;2;4
"";"KIE1";24;5;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;3;0;0;1;0;0;37;1;0;0;1;0;2;0;
"Neurochirurgie";"NCH1";50;18;0;13;0;0;0;0;1;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;0;3
"";"NCH1.1";5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"";"NCH1.1.1";13;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;
"";"NCH1.1.1.1";1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"NCH1.1.2";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"NCH1.1.3";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH2";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH2.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH3";2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;1;0;
"Neurologie";"NEU1";16;6;1;2;0;0;0;0;22;0;0;2;0;13;0;0;0;0;0;2;0;0;0;0;64;0;0;0;0;0;0;0;11
"";"NEU2";4;1;0;2;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"";"NEU2.1";11;1;0;1;0;0;0;0;11;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;1
"";"NEU3";67;35;3;22;0;0;2;1;94;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;229;0;0;0;0;0;0;0;10
"";"NEU3.1";8;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;
"";"NEU4";0;0;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;26;0;0;0;0;32;0;0;0;0;0;0;0;
"";"NEU4.1";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;1
"";"NEU4.2";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;19;0;0;0;0;0;0;0;2
"Ophthalmologie";"AUG1";22;9;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;35;1;0;0;1;0;2;0;2
"";"AUG1.1";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"AUG1.2";3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4
"";"AUG1.3";6;20;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;49;6;0;0;1;0;7;0;9
"";"AUG1.4";10;67;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;4;0;0;7;0;11;0;
"";"AUG1.5";75;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;110;1;0;0;0;0;1;0;3
"Endokrinologie";"END1";17;13;3;8;0;0;4;3;53;0;0;5;0;13;0;0;0;0;0;0;1;0;1;0;121;0;0;0;0;0;0;0;3
"Gastroenterologie";"GAE1";86;59;16;33;0;0;3;5;319;1;1;26;0;8;1;0;0;2;1;0;0;0;0;0;561;6;5;0;0;0;11;1;10
"";"GAE1.1";11;15;4;5;0;0;0;1;76;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;119;2;0;0;0;0;2;0;3
"Viszeralchirugie";"VIS1";75;33;18;33;2;0;0;3;153;3;0;14;0;8;1;0;0;0;0;0;0;1;0;0;344;5;9;2;3;0;19;4;7
"";"VIS1.1";9;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;
"";"VIS1.2";4;5;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;
"";"VIS1.3";3;2;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;
"";"VIS1.4";19;0;4;12;0;0;0;19;0;0;8;0;0;0;11;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;30
"";"VIS1.4.1";6;0;0;9;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;4
"";"VIS1.5";1;4;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1
"Hämatologie";"HAE1";25;5;1;2;0;0;0;2;4;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;2
"";"HAE1.1";7;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"";"HAE2";50;27;0;10;0;0;0;0;57;0;0;4;0;1;0;0;0;0;0;0;0;1;1;0;151;0;0;0;0;0;0;0;9
"";"HAE3";3;3;0;1;0;0;0;0;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;
"";"HAE4";10;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"";"HAE5";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1
"Gefässe";"GEF1";8;27;6;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;49;0;5;0;0;0;5;0;4
"";"ANG1";41;41;3;14;0;0;0;0;32;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;139;4;4;0;0;0;8;0;9
"";"GEFA";37;32;3;11;0;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;90;2;3;0;0;0;5;0;4
"";"GEF3";9;5;4;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;
"";"ANG3";7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;1
"";"RAD1";5;3;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;0;0;2;0;3;0;1
"Herz";"HER1";0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;
"";"HER1.1";4;0;2;1;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;
"";"HER1.1.1";13;0;23;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;1;0;0;0;0;1;0;1
"";"HER1.1.2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"HER1.1.3";10;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;0;0;0;1;0;1
"";"HER1.1.4";8;0;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;1;0;0;0;0;1;0;2
"";"HER1.1.5";4;0;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1;0;0;0;0;1;0;1
"";"KAR1";17;4;8;5;0;0;1;1;20;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;61;4;1;0;0;0;5;0;2
"";"KAR1.1";143;40;218;67;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;474;19;8;0;0;0;27;0;19
"";"KAR1.1.1";24;2;13;18;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;59;7;0;0;0;0;7;0;1
"";"KAR1.2";20;9;17;16;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;66;14;0;0;0;0;14;0;4
"";"KAR1.3";23;1;10;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;3;0;0;0;0;3;0;1
"Nephrologie";"NEP1";33;13;3;1;0;0;0;0;19;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;80;3;0;0;0;0;3;0;1
"Urologie";"URO1";130;79;34;42;0;16;7;5;129;15;2;23;0;16;6;2;0;1;0;0;541;4;0;0;1052;5;5;3;3;0;16;1;28
"";"URO1.1";17;8;0;7;0;0;2;3;5;1;0;2;0;9;4;0;0;0;0;0;79;0;0;0;137;0;1;1;1;0;3;2;3
"";"URO1.1.1";7;8;2;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;37;0;0;0;62;0;0;0;0;0;0;0;1
"";"URO1.1.2";4;2;0;2;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;
"";"URO1.1.3";4;1;2;1;0;0;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;
"";"URO1.1.4";3;1;1;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;1
"";"URO1.1.7";0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;11;0;0;0;0;0;0;0;
"";"URO1.1.8";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;16;0;0;0;0;0;0;0;1
"Pneumologie";"PNE1";68;26;10;9;0;0;6;1;183;1;3;12;0;15;0;0;0;1;0;0;0;0;0;0;335;6;0;0;0;0;6;0;10
"";"PNE1.1";1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2
"";"PNE1.2";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
"";"PNE1.3";1;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"PNE2";6;6;0;0;0;0;1;0;7;0;1;1;0;11;0;0;0;0;0;1;0;0;0;0;34;0;0;0;0;0;0;0;4
"Thoraxchirurgie";"THO1";7;5;0;3;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;1
"";"THO1.1";10;11;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;1;0;0;0;0;1;0;
"";"THO1.2";3;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0;0;1;0;
"Transplantationen";"TPL1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"TPL2";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"TPL3";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"TPL4";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL5";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";52;73;10;45;0;5;12;8;205;6;1;28;100;21;3;88;0;2;15;0;0;31;0;0;705;15;10;11;7;0;43;1;56
"";"BEW2";5;9;7;13;0;8;4;1;38;7;0;8;51;5;5;13;0;0;2;0;0;28;1;0;205;6;10;2;1;0;19;1;6
"";"BEW3";11;32;3;2;0;1;0;2;59;1;0;3;6;3;1;6;0;0;3;0;0;0;0;0;133;2;3;6;10;0;21;0;7
"";"BEW4";0;6;1;2;0;0;3;0;4;0;0;0;17;0;0;7;0;0;1;0;0;4;0;0;45;1;9;0;0;0;10;0;3
"";"BEW5";3;23;1;45;1;12;0;2;90;1;1;52;39;3;0;32;0;2;1;0;0;26;0;0;334;11;57;10;8;0;86;0;22
"";"BEW6";0;22;2;21;0;18;38;4;66;11;1;5;93;0;16;44;0;0;2;0;0;71;0;0;414;1;37;4;4;0;46;0;8
"";"BEW7";0;10;4;1;0;0;2;1;4;0;0;1;8;0;0;11;0;3;0;0;0;0;0;0;45;3;7;0;0;0;10;0;5
"";"BEW7.1";2;38;7;17;0;4;7;1;171;1;2;9;60;0;2;32;0;0;0;0;0;14;0;0;367;5;29;5;0;0;39;0;7
"";"BEW7.1.1";1;3;0;3;0;0;0;0;14;0;0;0;8;0;0;7;0;0;0;0;0;0;0;0;36;1;1;0;0;0;2;0;1
"";"BEW7.2";0;19;5;13;0;5;5;1;143;6;0;16;67;0;0;29;0;0;0;0;0;18;0;0;327;7;36;4;1;0;48;0;11
"";"BEW7.2.1";0;1;0;1;0;0;0;0;1;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;8;0;5;0;3;0;8;0;
"";"BEW8";23;50;10;59;1;0;0;0;0;25;0;0;62;0;1;50;0;0;0;0;0;0;0;0;281;13;12;1;1;0;27;0;20
"";"BEW8.1";4;6;2;10;0;0;0;0;0;15;0;0;20;1;0;6;1;0;0;0;0;0;0;0;65;4;2;0;0;0;6;0;4
"";"BEW9";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"BEW10";2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;5;0;1;0;0;0;1;0;
"";"BEW11";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"Rheumatologie";"RHE1";19;13;2;1;0;0;0;0;18;0;0;1;0;3;0;4;0;0;0;0;0;0;0;0;61;1;1;0;0;0;2;0;1
"";"RHE2";17;1;0;0;0;0;0;0;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;
"Gynäkologie";"GYN1";126;30;18;29;14;7;4;15;165;10;2;0;0;2;2;0;0;0;1;0;12;0;0;0;437;3;14;0;11;0;28;6;30
"";"GYNT";6;0;2;1;0;0;0;1;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;1;0;0;1;0;2;0;1
"";"GYN2";21;10;1;38;0;1;0;1;66;2;1;0;0;0;4;0;0;0;0;0;0;0;0;0;145;0;13;0;4;0;17;0;8
"";"PLC1";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3
"Geburtshilfe";"GEB1";309;80;47;64;10;0;48;37;1203;169;11;1;0;0;3;0;0;6;0;0;0;0;0;0;1988;12;63;0;0;0;75;6;34
"";"GEB1.1";10;3;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;2
"";"GEB1.1.1";7;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;
"Neugeborene";"NEO1";223;64;41;60;11;0;41;31;1048;131;7;0;0;1;3;0;0;5;0;0;0;0;0;0;1666;11;58;0;0;0;69;6;27
"";"NEO1.1";21;16;8;1;0;0;1;0;51;27;0;0;0;9;0;0;0;0;0;0;0;0;0;0;134;0;1;0;0;0;1;0;2
"";"NEO1.1.1";26;4;0;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;
"";"NEO1.1.1.1";5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;2
"(Radio-)Onkologie";"ONK1";44;12;2;3;0;0;0;0;5;0;0;2;0;11;0;0;0;1;0;0;0;0;0;0;80;3;0;0;0;0;3;0;1
"";"RAO1";32;31;5;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;90;0;0;0;0;0;0;0;1
"";"NUK1";17;12;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;2
"Schwere Verletzungen";"UNF1";9;2;2;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;1
"";"UNF1.1";12;0;0;0;0;0;0;0;8;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;4
"";"UNF2";2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"Total";;3577;2152;886;1198;62;96;278;250;8786;493;71;553;575;873;102;393;13;31;185;48;841;298;14;2;21777;249;477;65;107;4;902;47;935
