"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Gastroenterologie";"GAE1";37;593;4;8;1;0;13;0;4;3;9;3;0;13;3;0;1;0;0;0;0;0;0;692;1;1;2;0;0;4;23;14
"";"GAE1.1";4;131;0;1;0;0;2;0;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;145;0;1;0;0;0;1;3;9
"Viszeralchirugie";"VIS1";22;310;5;8;2;0;3;1;2;2;3;1;0;9;4;0;0;0;0;0;0;0;0;372;1;4;14;2;0;21;27;21
"";"VIS1.1";2;19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;
"";"VIS1.2";1;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;
"";"VIS1.3";0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;
"";"VIS1.4";9;1;1;7;0;0;0;10;0;0;14;0;0;0;20;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;21;22
"";"VIS1.4.1";4;0;0;5;0;0;0;3;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;9
"";"VIS1.5";0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;
"Hämatologie";"HAE1";27;32;1;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;5
"";"HAE1.1";11;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;
"";"HAE2";18;130;0;0;0;0;3;0;1;0;1;1;0;6;0;0;0;0;0;0;0;1;0;161;0;0;0;0;0;0;2;16
"";"HAE3";4;20;4;0;0;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;2;
"";"HAE4";13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;
"";"HAE5";4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1
"Gefässe";"GEF1";0;64;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;65;1;0;0;0;0;1;0;
"";"ANG1";8;121;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;4;0;0;0;0;4;2;3
"";"GEFA";26;154;5;15;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;203;6;1;0;0;0;7;1;5
"";"GEF3";4;24;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
"";"ANG3";4;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;
"";"RAD1";4;25;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;33;0;1;0;0;0;1;0;
"Herz";"HER1";0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"HER1.1";6;0;2;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"";"HER1.1.1";8;0;32;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;1;0;0;0;0;1;0;2
"";"HER1.1.2";0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"HER1.1.3";3;0;2;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;
"";"HER1.1.4";6;0;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;0;0;0;0;1;0;2
"";"HER1.1.5";8;0;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;0;0;0;0;1;0;
"";"KAR1";9;77;4;7;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;100;1;0;0;0;0;1;0;1
"";"KAR1.1";54;577;16;45;0;0;1;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;697;6;3;0;0;0;9;3;35
"";"KAR1.1.1";14;11;3;38;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;68;2;0;0;0;0;2;0;7
"";"KAR1.2";22;72;6;29;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;131;8;1;0;0;0;9;0;3
"";"KAR1.3";9;36;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;1
"Nephrologie";"NEP1";7;61;1;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;73;0;0;2;0;0;2;2;7
"Urologie";"URO1";35;998;6;70;0;3;52;4;3;2;7;5;0;8;2;0;0;0;0;24;0;0;0;1219;3;7;77;1;0;88;23;139
"";"URO1.1";4;104;0;12;0;0;5;0;0;1;4;0;0;8;0;0;0;0;0;3;0;0;0;141;0;1;21;1;0;23;12;24
"";"URO1.1.1";2;44;1;37;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;6;0;0;0;94;0;0;1;0;0;1;6;10
"";"URO1.1.2";0;13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;
"";"URO1.1.3";2;23;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;
"";"URO1.1.4";0;17;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;
"";"URO1.1.7";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
"";"URO1.1.8";0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"Pneumologie";"PNE1";23;214;6;1;0;0;4;1;6;1;2;0;0;6;1;0;0;0;0;0;0;0;1;266;0;0;2;0;0;2;13;9
"";"PNE1.1";0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3
"";"PNE1.2";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;
"";"PNE1.3";1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"PNE2";0;23;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1;0;0;0;0;30;0;0;0;0;0;0;0;
"Thoraxchirurgie";"THO1";7;23;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;1;1
"";"THO1.1";3;39;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;
"";"THO1.2";3;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;
"Transplantationen";"TPL1";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL2";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"TPL3";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"TPL4";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL5";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";20;512;6;17;2;7;15;2;2;6;7;18;56;2;4;74;1;20;0;0;2;0;0;773;12;3;72;3;0;90;30;59
"";"BEW2";5;112;0;2;0;3;2;2;0;1;1;3;22;1;1;16;0;19;0;0;0;0;0;190;6;3;25;0;0;34;7;15
"";"BEW3";5;176;0;2;0;0;2;1;0;0;1;2;11;3;0;7;0;7;0;0;0;0;0;217;0;0;17;2;0;19;4;15
"";"BEW4";0;8;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;11;0;0;2;0;0;2;0;2
"";"BEW5";0;142;2;21;0;1;9;0;1;0;1;8;16;1;0;28;0;0;0;0;1;0;0;231;1;8;126;3;0;138;12;35
"";"BEW6";1;216;2;3;0;7;28;1;5;6;1;2;42;0;0;24;0;0;0;0;1;0;0;339;1;9;49;2;0;61;19;45
"";"BEW7";0;24;3;3;0;0;2;0;0;0;0;1;5;3;0;7;0;0;0;0;0;0;0;48;1;0;6;0;0;7;0;12
"";"BEW7.1";1;333;0;6;0;0;11;0;1;0;2;1;42;0;0;8;0;0;0;0;0;0;0;405;2;4;54;0;0;60;33;39
"";"BEW7.1.1";0;48;0;1;0;0;0;0;0;0;1;0;2;0;0;3;0;0;0;0;0;0;0;55;0;0;2;0;0;2;2;1
"";"BEW7.2";0;252;2;14;0;2;9;0;2;3;5;0;49;0;1;26;0;0;0;0;0;0;0;365;0;7;99;2;0;108;32;64
"";"BEW7.2.1";0;19;0;1;0;0;1;0;0;0;1;0;3;0;0;6;0;0;0;0;0;0;0;31;0;0;9;1;0;10;0;6
"";"BEW8";11;288;7;29;0;0;0;0;0;24;0;0;65;1;0;48;0;0;0;0;0;0;0;473;9;3;50;0;0;62;6;114
"";"BEW8.1";2;9;0;6;0;0;0;0;0;2;0;0;5;3;0;2;0;0;0;0;0;0;0;29;0;0;2;0;0;2;0;4
"";"BEW9";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"";"BEW10";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"BEW11";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"Rheumatologie";"RHE1";6;65;0;1;0;0;3;0;2;0;0;0;1;1;0;5;0;0;0;0;0;0;0;84;0;0;0;0;0;0;1;4
"";"RHE2";4;14;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;1
"Gynäkologie";"GYN1";38;322;8;11;3;4;6;8;2;14;9;0;0;1;4;0;0;0;0;0;0;0;0;430;2;6;12;2;0;22;50;76
"";"GYNT";3;43;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;3;6
"";"GYN2";4;153;0;12;0;2;0;0;1;11;1;0;0;0;3;0;0;0;0;0;0;0;0;187;3;7;6;6;0;22;10;10
"";"PLC1";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;8;0;0;0;0;0;0;0;2
"Geburtshilfe";"GEB1";71;1705;10;46;1;0;128;6;40;111;53;0;0;0;2;0;0;0;0;0;0;0;0;2173;1;35;0;0;0;36;101;221
"";"GEB1.1";6;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;1
"";"GEB1.1.1";8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;
"Neugeborene";"NEO1";43;1336;5;43;1;0;117;6;29;96;42;0;0;0;1;0;0;0;0;0;0;0;0;1719;0;33;0;0;0;33;77;184
"";"NEO1.1";10;248;1;0;0;0;0;0;3;9;0;0;0;8;0;0;0;0;0;0;0;0;0;279;0;1;0;0;0;1;3;10
"";"NEO1.1.1";7;13;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;13
"";"NEO1.1.1.1";8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"(Radio-)Onkologie";"ONK1";10;76;0;1;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;2;1
"";"RAO1";8;88;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;101;0;0;0;0;0;0;0;2
"";"NUK1";8;38;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;35
"Schwere Verletzungen";"UNF1";6;16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;23;0;0;2;0;0;2;1;3
"";"UNF1.1";7;28;1;0;0;0;1;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;41;0;0;1;0;0;1;0;3
"";"UNF2";2;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"Total";;1533;20118;295;694;23;38;669;72;268;354;320;83;334;385;81;290;3;216;63;38;5;5;5;25892;97;168;1026;43;1;1335;940;2452
