"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"";"HNO1.3";35;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;37;0;2;0;0;0;2;0;
"";"HNO1.3.1";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"HNO1.3.2";8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"";"HNO2";23;38;13;15;0;1;0;1;37;5;0;0;0;0;1;0;0;0;0;0;0;0;0;134;2;3;0;6;0;11;0;4
"";"KIE1";25;12;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;2;0;0;0;0;0;45;2;0;0;2;0;4;0;1
"Neurochirurgie";"NCH1";59;16;0;17;1;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;6
"";"NCH1.1";4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"NCH1.1.1";13;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;
"";"NCH1.1.1.1";2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"NCH1.1.2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"NCH1.1.3";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH2";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH2.1";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH3";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;1;0;
"Neurologie";"NEU1";19;14;2;5;0;0;2;1;31;1;0;1;0;13;0;0;0;0;3;0;0;1;0;93;1;0;0;0;0;1;0;8
"";"NEU2";2;1;0;2;0;0;1;0;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;1
"";"NEU2.1";5;2;0;1;0;0;0;0;10;0;0;0;0;8;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;
"";"NEU3";101;26;10;19;0;0;0;4;103;1;0;16;0;0;0;0;0;0;0;0;0;0;0;280;1;0;0;0;0;1;2;19
"";"NEU3.1";14;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;
"";"NEU4";5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;25;0;0;0;0;0;0;0;1
"";"NEU4.1";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;9;0;0;0;0;0;0;0;
"";"NEU4.2";8;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;18;0;0;0;0;44;0;0;0;0;0;0;0;
"Ophthalmologie";"AUG1";7;9;5;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;2;0;2;0;2
"";"AUG1.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"AUG1.2";3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;3;1;4;0;
"";"AUG1.3";9;19;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;38;4;0;0;0;0;4;0;10
"";"AUG1.4";8;49;8;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;0;0;
"";"AUG1.5";116;9;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;4;0;0;0;0;4;0;7
"Endokrinologie";"END1";23;15;2;3;0;0;0;2;48;0;0;9;0;4;0;1;0;0;0;0;0;0;0;107;0;0;0;0;0;0;0;1
"Gastroenterologie";"GAE1";80;69;18;41;1;0;7;11;326;4;4;20;0;22;1;0;0;0;0;0;0;0;0;604;8;4;0;0;0;12;0;15
"";"GAE1.1";17;11;2;7;0;0;0;0;81;2;0;4;0;0;0;0;0;0;0;0;0;0;0;124;0;1;0;0;0;1;0;4
"Viszeralchirugie";"VIS1";45;39;13;35;1;0;1;5;162;4;1;5;0;8;0;0;0;1;0;0;0;0;0;320;5;13;0;3;0;21;3;8
"";"VIS1.1";1;1;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;2
"";"VIS1.2";2;8;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;2;0;0;0;0;2;0;1
"";"VIS1.3";2;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;
"";"VIS1.4";15;0;11;20;0;0;0;30;0;0;4;0;0;0;23;0;0;0;0;0;0;0;0;103;0;0;0;0;0;0;4;25
"";"VIS1.4.1";4;0;0;2;0;0;0;15;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;4
"";"VIS1.5";8;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;3
"Hämatologie";"HAE1";30;2;0;1;0;0;0;0;3;1;0;3;0;20;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;
"";"HAE1.1";6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;
"";"HAE2";36;32;5;16;0;0;0;0;65;1;0;6;0;3;0;0;1;0;0;0;0;0;0;165;2;0;0;1;0;3;0;2
"";"HAE3";3;3;0;4;0;0;0;0;14;0;0;2;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;
"";"HAE4";3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1
"";"HAE5";2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"Gefässe";"GEF1";8;24;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;2;1;0;1;0;4;0;1
"";"ANG1";34;33;0;10;0;0;0;0;19;0;0;6;1;0;0;0;0;0;0;0;0;0;0;103;2;0;0;0;0;2;0;
"";"GEFA";42;51;6;22;0;0;0;0;4;0;0;1;0;1;0;0;0;0;0;0;0;0;0;127;0;4;0;0;0;4;0;7
"";"GEF3";7;7;2;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;
"";"ANG3";8;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"";"RAD1";8;9;1;13;0;0;1;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;1
"Herz";"HER1";2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"HER1.1";2;1;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"";"HER1.1.1";9;0;28;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;1;0;0;0;0;1;0;
"";"HER1.1.2";0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"HER1.1.3";3;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;1;0;2
"";"HER1.1.4";2;0;17;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;4;0;0;0;0;4;0;
"";"HER1.1.5";4;0;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;
"";"KAR1";19;9;10;7;0;0;0;0;20;1;0;10;0;0;0;0;0;0;0;0;0;0;0;76;3;1;0;0;0;4;0;1
"";"KAR1.1";132;50;241;91;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;517;27;4;0;0;0;31;0;12
"";"KAR1.1.1";28;0;27;24;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;88;7;1;0;0;0;8;0;1
"";"KAR1.2";29;6;42;30;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;111;14;1;0;0;0;15;0;1
"";"KAR1.3";27;2;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;1
"Nephrologie";"NEP1";23;21;2;8;0;0;0;1;6;0;0;15;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;1
"Urologie";"URO1";118;89;25;54;0;23;14;15;72;11;1;19;0;11;0;3;0;0;0;569;0;0;0;1024;7;20;1;2;0;30;0;30
"";"URO1.1";12;11;3;10;1;0;0;12;4;2;0;0;0;17;3;0;0;0;0;82;0;0;0;157;1;2;0;0;0;3;1;5
"";"URO1.1.1";8;7;4;16;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;45;0;0;0;83;0;1;0;0;0;1;0;4
"";"URO1.1.2";2;2;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"";"URO1.1.3";1;3;1;1;0;0;0;6;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;
"";"URO1.1.4";5;4;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;
"";"URO1.1.7";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;6;0;0;0;0;0;0;0;
"";"URO1.1.8";3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;14;0;0;0;0;0;0;0;
"Pneumologie";"PNE1";52;29;11;5;1;0;5;6;148;1;1;12;0;10;1;0;0;0;0;0;0;1;1;284;4;2;0;0;0;6;1;11
"";"PNE1.1";4;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;1
"";"PNE1.2";31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
"";"PNE1.3";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"PNE2";8;3;0;1;0;0;0;0;6;0;0;0;0;4;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;1
"Thoraxchirurgie";"THO1";7;7;0;2;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;1
"";"THO1.1";11;14;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;2;0;0;0;2;0;1
"";"THO1.2";6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;
"Transplantationen";"TPL1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"TPL2";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"TPL3";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"TPL4";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL5";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";54;64;11;34;0;7;21;6;185;12;1;29;84;16;7;102;0;5;0;0;45;0;0;683;12;18;13;8;0;51;3;50
"";"BEW2";11;13;0;8;0;0;6;2;40;5;0;11;42;8;1;28;0;0;0;0;18;1;0;194;0;4;3;2;0;9;1;9
"";"BEW3";8;15;1;2;0;0;0;1;47;0;1;1;5;7;0;7;0;0;0;0;1;0;0;96;1;2;7;2;0;12;1;5
"";"BEW4";0;0;0;1;0;0;2;0;1;0;0;0;1;0;0;1;0;0;0;0;5;0;0;11;0;3;0;0;0;3;0;2
"";"BEW5";2;13;15;27;0;8;2;2;68;0;2;53;47;0;0;38;0;1;0;0;27;0;0;305;11;54;11;4;0;80;1;14
"";"BEW6";1;17;3;14;0;22;43;9;71;18;0;4;81;0;14;72;1;3;0;0;69;0;0;442;3;42;0;1;0;46;1;17
"";"BEW7";0;8;2;2;0;0;2;0;4;0;0;0;5;3;0;14;0;0;0;0;11;0;0;51;1;6;2;1;0;10;0;3
"";"BEW7.1";4;31;11;17;0;6;5;0;159;4;0;17;77;0;0;41;0;0;0;0;5;0;0;377;2;16;7;0;0;25;0;10
"";"BEW7.1.1";0;8;0;5;0;0;0;0;14;0;0;2;3;0;1;8;0;0;0;0;0;0;0;41;0;4;0;0;0;4;0;
"";"BEW7.2";0;19;33;12;0;9;11;1;106;3;2;0;58;0;4;29;0;0;0;0;25;0;0;312;1;32;6;5;0;44;1;19
"";"BEW7.2.1";0;1;1;3;0;0;0;1;3;0;0;0;3;0;2;7;0;0;0;0;1;0;0;22;0;4;1;1;0;6;1;1
"";"BEW8";21;62;30;63;0;0;0;0;0;40;0;0;102;1;1;85;0;0;0;0;0;0;0;405;15;11;5;1;0;32;0;48
"";"BEW8.1";4;1;0;5;0;0;0;0;0;8;0;0;5;0;0;10;0;0;0;0;0;0;0;33;1;1;0;0;0;2;0;7
"";"BEW9";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"";"BEW10";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;1;0;0;0;1;0;
"";"BEW11";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Rheumatologie";"RHE1";27;4;0;1;0;0;0;1;26;0;0;1;0;2;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;1
"";"RHE2";18;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;
"Gynäkologie";"GYN1";98;31;21;29;12;8;3;15;153;24;3;0;0;3;1;0;0;1;0;9;1;0;0;412;7;17;1;6;0;31;5;28
"";"GYNT";5;3;2;2;0;0;0;1;25;2;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;1;0;0;0;1;0;
"";"GYN2";16;20;2;38;0;3;0;1;56;3;0;0;0;0;0;0;0;0;0;0;0;0;0;139;3;4;0;5;0;12;0;6
"";"PLC1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;10
"Geburtshilfe";"GEB1";314;81;73;79;18;0;54;38;1230;186;6;0;0;0;2;0;0;0;0;0;0;0;0;2081;16;62;0;0;0;78;9;48
"";"GEB1.1";15;3;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;
"";"GEB1.1.1";5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"Neugeborene";"NEO1";227;64;60;77;14;0;47;29;1029;150;5;0;0;4;1;0;0;0;0;0;0;0;0;1707;16;57;0;0;0;73;6;36
"";"NEO1.1";30;21;10;0;1;0;1;0;119;22;0;0;0;6;0;0;0;0;0;0;0;0;0;210;0;3;0;0;0;3;0;6
"";"NEO1.1.1";21;2;0;0;0;0;0;0;3;4;0;0;0;8;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;3
"";"NEO1.1.1.1";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"(Radio-)Onkologie";"ONK1";32;29;0;3;0;0;0;0;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;72;0;4;0;0;0;4;0;1
"";"RAO1";32;34;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;96;0;1;0;0;0;1;0;2
"";"NUK1";9;8;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;10
"Schwere Verletzungen";"UNF1";6;4;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;1
"";"UNF1.1";12;5;0;0;0;0;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;6
"";"UNF2";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"Total";;3553;2277;1104;1249;71;109;335;337;8518;615;62;613;555;778;122;498;8;181;43;842;248;10;9;22137;246;475;71;87;3;882;57;1029
