"Tabelle A4.4 Austritte Akutsomatik nach SPLG 2022";"Medizinische Statistik MS / SDEP Daten 2022"
"Tabelle A4.5 Mindestfallzahl-Vorgaben und Austritte je SPLG 2022";"Medizinische Statistik MS / SDEP Daten 2022"
"Tabelle A4.6 Austritte und verschiedene Merkmale Akutsomatik 2022";"Medizinische Statistik MS / SDEP Daten 2022, Spitäler Schaffhausen: Medizinische Statistik BFS Daten 2021"
"Tabelle A4.7 Austritte Akutsomatik nach SwissDRG-Merkmalen 2022";"Medizinische Statistik MS / SDEP Daten 2022, Spitäler Schaffhausen: Medizinische Statistik BFS Daten 2021"
"Tabelle A4.8 Austritte Akutsomatik nach Herkunftskanton 2022";"Medizinische Statistik MS / SDEP Daten 2022, Spitäler Schaffhausen: Medizinische Statistik BFS Daten 2021"
"Tabelle A4.9 Austritte Akutsomatik nach Wohnregion 2022";"Medizinische Statistik MS / SDEP Daten 2022, Spitäler Schaffhausen: Medizinische Statistik BFS Daten 2021"
"Tabelle A4.10 Austritte Akutsomatik nach Altersgruppe 2022";"Medizinische Statistik MS / SDEP Daten 2022, Spitäler Schaffhausen: Medizinische Statistik BFS Daten 2021"
"Tabelle A4.11 Pflegetage Akutsomatik 2020 -- 2022";"Medizinische Statistik MS / SDEP Daten 2020 -- 2022, Spitäler Schaffhausen: Medizinische Statistik BFS, Daten 2020 -- 2021"
"Tabelle A4.12 Mittlere Aufenthaltsdauer in Tagen Akutsomatik 2020 -- 2022";"Medizinische Statistik MS / SDEP Daten 2020-2022, Spitäler Schaffhausen: Medizinische Statistik BFS Daten 2020-2021"
"Tabelle A4.13 Anzahl durchschnittlich betriebene Betten 2020 -- 2022";"Krankenhausstatistik KS Daten 2020-2022, Spitäler Schaffhausen: Krankenhausstatistik BFS Daten 2020-2021"
"Tabelle A4.14 Bettenbelegung 2020 -- 2022";"Bettenbetriebstage: Krankenhausstatistik KS Daten 2020-2022, Pflegetage: Medizinische Statistik MS / SDEP Daten 2020-2022, Spitäler Schaffhausen: Krankenhausstatistik und Medizinische Statistik BFS Daten 2020-2021"
"Tabelle A4.15 Anzahl Betten der Listenspitäler Akutsomatik im Kanton Zürich pro Einwohner nach Wohnregion 2022";"Krankenhausstatistik KS, Kantonale Bevölkerungserhebung, Statistisches Amt des Kantons Zürich, Daten 2022"
"Tabelle A5.1 Austritte Akutsomatik der Zürcher Wohnbevölkerung nach Kantonen 2020 -- 2021";"Medizinische Statistik BFS Daten 2020-2021"
"Tabelle A5.2 Austritte und verschiedene Merkmale der Zürcher Wohnbevölkerung nach Leistungsbereichen Akutsomatik 2021";"Medizinische Statistik BFS Daten 2021"
"Tabelle A5.3.1 Zürcher Wohnbevölkerung nach Wohnregion 2021";"Kantonale Bevölkerungserhebungen, Statistisches Amt des Kantons Zürich, Daten 2021"
"Tabelle A5.3.2 Spitalhäufigkeit Akutsomatik nach Wohnregion 2021";"Medizinische Statistik BFS, Kantonale Bevölkerungserhebungen, Statistisches Amt des Kantons Zürich, Daten 2021"
"Tabelle A5.4 Austritte Akutsomatik der Zürcher Wohnbevölkerung nach Wohnregion und Behandlungsort 2021";"Medizinische Statistik BFS Daten 2021"
"Tabelle A5.5 Austritte Akutsomatik der Zürcher Wohnbevölkerung nach SPLG 2021";"Medizinische Statistik BFS Daten 2021"
"Tabelle A5.5.1 Austritte Akutsomatik der Bevölkerung mit Wohnregion Zürich nach SPLG 2021";"Medizinische Statistik BFS Daten 2021"
"Tabelle A5.5.2 Austritte Akutsomatik der Bevölkerung mit Wohnregion Winterthur nach SPLG 2021";"Medizinische Statistik BFS Daten 2021"
"Tabelle A5.5.3 Austritte Akutsomatik der Bevölkerung mit Wohnregion Unterland nach SPLG 2021";"Medizinische Statistik BFS Daten 2021"
"Tabelle A5.5.4 Austritte Akutsomatik der Bevölkerung mit Wohnregion Limmattal nach SPLG 2021";"Medizinische Statistik BFS Daten 2021"
"Tabelle A5.5.5 Austritte Akutsomatik der Bevölkerung mit Wohnregion Linkes Seeufer nach SPLG 2021";"Medizinische Statistik BFS Daten 2021"
"Tabelle A5.5.6 Austritte Akutsomatik der Bevölkerung mit Wohnregion Rechtes Seeufer nach SPLG 2021";"Medizinische Statistik BFS Daten 2021"
"Tabelle A5.5.7 Austritte Akutsomatik der Bevölkerung mit Wohnregion Oberes Glattal nach SPLG 2021";"Medizinische Statistik BFS Daten 2021"
"Tabelle A5.5.8 Austritte Akutsomatik der Bevölkerung mit Wohnregion Oberland nach SPLG 2021";"Medizinische Statistik BFS Daten 2021"
