"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"";"HNO1.3";32;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;2;0;0;0;2;0;8
"";"HNO1.3.1";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"HNO1.3.2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"HNO2";24;0;32;16;0;2;0;43;3;6;0;0;0;1;0;0;0;0;0;0;0;0;0;127;1;3;0;3;0;7;0;8
"";"KIE1";28;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;8;0;0;0;0;0;40;1;0;0;1;0;2;0;4
"Neurochirurgie";"NCH1";75;0;0;22;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;107;0;0;0;0;0;0;0;6
"";"NCH1.1";5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;2
"";"NCH1.1.1";19;0;0;13;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;3
"";"NCH1.1.1.1";8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"";"NCH1.1.2";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"NCH1.1.3";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH2";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"NCH2.1";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH3";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"Neurologie";"NEU1";14;0;10;7;0;0;0;48;1;0;0;1;0;3;0;0;8;0;5;0;0;0;0;97;0;0;0;0;0;0;0;10
"";"NEU2";7;0;1;1;0;0;0;9;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0;23;0;0;0;0;0;0;0;4
"";"NEU2.1";7;0;2;4;0;0;0;2;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;19;0;0;0;0;0;0;0;3
"";"NEU3";57;3;93;29;2;0;0;200;1;0;0;9;0;0;0;0;22;0;0;0;0;0;0;416;0;0;0;0;0;0;0;30
"";"NEU3.1";10;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;2
"";"NEU4";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;17;0;0;0;0;0;0;0;
"";"NEU4.1";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;14;0;0;0;0;0;0;0;
"";"NEU4.2";4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;25;0;0;0;0;33;0;0;0;0;0;0;0;
"Ophthalmologie";"AUG1";21;0;17;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;7
"";"AUG1.1";5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"AUG1.2";5;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;2
"";"AUG1.3";7;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;28;5;0;0;0;0;5;0;13
"";"AUG1.4";5;1;47;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;57;2;0;0;3;0;5;0;
"";"AUG1.5";86;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;130;2;0;0;0;0;2;0;19
"Endokrinologie";"END1";14;1;14;2;1;0;0;36;1;0;1;7;0;16;1;1;29;0;0;0;0;0;0;124;0;0;0;0;0;0;0;7
"Gastroenterologie";"GAE1";58;4;64;28;1;0;0;316;13;3;0;22;0;7;1;0;61;0;0;0;0;0;0;578;14;0;0;0;0;14;0;23
"";"GAE1.1";8;1;26;7;0;0;0;79;2;0;0;6;0;0;0;0;3;0;0;0;0;0;0;132;0;0;0;0;0;0;0;6
"Viszeralchirugie";"VIS1";36;0;72;28;3;0;0;165;6;2;1;7;0;5;0;0;4;0;0;0;0;0;0;329;6;5;0;1;0;12;1;27
"";"VIS1.1";3;7;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;2;0;0;0;0;2;0;1
"";"VIS1.2";10;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1
"";"VIS1.3";1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"VIS1.4";5;0;13;10;0;0;0;85;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;116;0;0;0;0;0;0;1;18
"";"VIS1.4.1";4;0;0;1;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;4
"";"VIS1.5";3;0;3;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"Hämatologie";"HAE1";31;0;6;0;0;0;0;3;0;0;0;1;0;23;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;
"";"HAE1.1";15;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;
"";"HAE2";77;0;40;10;2;0;0;40;4;1;0;8;0;4;1;0;12;0;0;0;0;1;0;200;2;0;0;0;0;2;0;12
"";"HAE3";17;0;1;2;0;0;0;10;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
"";"HAE4";10;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;
"";"HAE5";5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"Gefässe";"GEF1";2;0;8;5;0;0;0;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;37;4;0;0;0;0;4;0;3
"";"ANG1";24;1;15;7;0;0;0;35;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;89;4;1;0;0;0;5;0;5
"";"GEFA";37;2;25;14;0;0;0;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;87;4;0;0;0;0;4;0;8
"";"GEF3";5;2;4;5;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;0;0;0;0;1;0;
"";"ANG3";10;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1;0;0;0;0;1;0;1
"";"RAD1";2;0;5;8;0;0;0;3;1;0;0;2;0;2;0;0;36;0;0;0;0;0;0;59;0;0;0;0;0;0;0;3
"Herz";"HER1";1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"HER1.1";2;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"HER1.1.1";13;0;24;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;2;0;0;0;0;2;0;1
"";"HER1.1.2";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2
"";"HER1.1.3";2;0;2;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1
"";"HER1.1.4";6;0;13;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;2;0;0;0;0;2;0;1
"";"HER1.1.5";7;0;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;0;0;0;0;1;0;
"";"KAR1";11;0;42;12;0;0;0;46;0;1;1;7;0;0;0;0;0;0;0;0;0;0;0;120;6;0;0;2;0;8;0;2
"";"KAR1.1";88;0;311;64;0;0;0;6;0;0;0;2;0;2;0;0;1;0;0;0;0;0;0;474;23;13;0;0;0;36;0;25
"";"KAR1.1.1";28;0;35;21;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;89;6;0;0;0;0;6;0;1
"";"KAR1.2";26;0;81;28;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;138;14;0;0;0;0;14;0;3
"";"KAR1.3";14;0;17;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;
"Nephrologie";"NEP1";15;2;13;2;1;0;0;20;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;65;1;0;0;0;0;1;0;13
"Urologie";"URO1";57;4;132;36;4;35;2;403;4;5;0;36;0;9;3;1;110;0;0;75;0;0;0;916;17;15;0;1;0;33;0;82
"";"URO1.1";13;0;11;8;0;0;0;68;1;4;0;2;0;9;2;0;0;0;0;11;0;0;0;129;2;2;0;0;0;4;0;5
"";"URO1.1.1";8;2;13;9;0;1;0;21;0;0;0;0;0;0;3;0;0;0;0;9;0;0;0;66;1;2;0;0;0;3;0;1
"";"URO1.1.2";3;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;1
"";"URO1.1.3";3;0;3;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1
"";"URO1.1.4";3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"URO1.1.7";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;
"";"URO1.1.8";2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;9;0;0;0;0;0;0;0;
"Pneumologie";"PNE1";41;1;44;3;3;0;1;95;2;3;0;12;0;7;1;0;4;0;0;0;0;0;0;217;3;0;0;0;0;3;0;17
"";"PNE1.1";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
"";"PNE1.2";44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;
"";"PNE1.3";3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1
"";"PNE2";5;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;11;0;0;0;0;0;0;0;
"Thoraxchirurgie";"THO1";1;3;8;2;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;18;0;2;0;0;0;2;0;3
"";"THO1.1";8;2;26;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;4
"";"THO1.2";11;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;0;0;0;0;1;0;1
"Transplantationen";"TPL1";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"TPL3";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"TPL4";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL5";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";32;11;54;33;2;16;4;221;13;8;1;27;81;17;7;128;42;2;0;0;15;0;1;715;13;14;1;6;0;34;0;94
"";"BEW2";10;1;11;5;1;16;1;62;3;2;0;8;52;8;1;25;12;1;0;0;5;0;0;224;10;1;0;2;0;13;0;29
"";"BEW3";5;4;14;2;0;0;0;71;6;0;0;3;5;2;0;5;1;3;0;0;0;0;0;121;3;3;0;0;0;6;0;17
"";"BEW4";0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;3;0;0;0;0;4;0;0;10;0;0;0;0;0;0;0;2
"";"BEW5";3;5;6;48;0;11;0;61;3;3;0;9;42;1;3;36;15;1;0;0;26;0;0;273;9;22;1;4;0;36;0;59
"";"BEW6";0;0;10;11;0;15;2;154;9;5;0;7;80;0;11;59;27;0;0;0;43;0;0;433;2;13;0;4;0;19;0;55
"";"BEW7";0;0;3;3;0;0;0;11;0;0;0;1;9;2;1;21;1;0;0;0;5;0;0;57;2;6;0;2;0;10;0;4
"";"BEW7.1";1;1;33;14;0;8;3;90;8;2;0;4;89;0;1;26;0;0;0;0;6;0;0;286;3;10;2;3;0;18;0;78
"";"BEW7.1.1";0;0;4;2;0;2;0;7;1;1;0;0;2;0;0;9;0;0;0;0;0;0;0;28;1;2;0;0;0;3;0;7
"";"BEW7.2";0;0;31;20;0;14;3;117;6;3;4;0;56;0;6;24;3;0;0;0;8;0;0;295;5;12;0;3;0;20;0;46
"";"BEW7.2.1";0;0;0;1;0;0;0;14;0;1;0;0;7;0;0;9;0;0;0;0;2;0;0;34;0;5;0;1;0;6;0;2
"";"BEW8";51;2;77;93;0;6;0;0;0;53;0;1;82;1;11;107;2;0;0;0;0;0;0;486;30;16;0;0;0;46;0;69
"";"BEW8.1";5;1;0;5;0;0;0;0;0;5;0;0;4;0;0;6;0;0;0;0;0;0;0;26;1;0;0;0;0;1;0;4
"";"BEW9";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"";"BEW10";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"BEW11";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Rheumatologie";"RHE1";30;0;6;1;0;0;0;30;2;0;0;4;0;2;0;2;7;0;0;0;0;0;0;84;0;0;0;0;0;0;0;4
"";"RHE2";12;0;5;0;0;0;0;1;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3
"Gynäkologie";"GYN1";86;2;54;28;10;9;1;231;8;14;3;1;0;7;2;0;0;0;0;1;1;0;0;458;12;6;0;2;0;20;1;75
"";"GYNT";5;0;11;2;0;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;2
"";"GYN2";17;1;28;36;0;1;0;37;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;122;5;4;0;11;0;20;0;23
"";"PLC1";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;3
"Geburtshilfe";"GEB1";250;5;411;61;34;0;5;819;95;109;6;0;0;0;2;0;1;0;0;0;0;0;0;1798;59;43;0;0;0;102;0;408
"";"GEB1.1";16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;3
"";"GEB1.1.1";7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;2
"Neugeborene";"NEO1";156;3;332;57;33;0;6;691;82;94;3;0;0;1;2;0;0;0;0;0;0;0;0;1460;57;40;0;0;0;97;0;335
"";"NEO1.1";53;1;46;1;0;0;0;5;5;6;0;0;0;6;0;0;0;0;0;0;0;0;0;123;0;0;0;0;0;0;0;21
"";"NEO1.1.1";29;0;2;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;8
"";"NEO1.1.1.1";8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;2
"(Radio-)Onkologie";"ONK1";16;2;14;0;0;0;0;26;0;0;0;2;0;18;0;0;2;0;0;0;0;0;0;80;0;0;0;0;0;0;0;5
"";"RAO1";26;2;44;13;0;0;0;2;0;0;0;0;0;2;1;0;0;0;0;2;0;0;0;92;0;0;0;0;0;0;0;2
"";"NUK1";7;1;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;11
"Schwere Verletzungen";"UNF1";13;1;4;0;0;0;0;6;0;0;0;1;0;2;0;1;1;0;0;0;0;0;0;29;0;0;0;0;0;0;0;5
"";"UNF1.1";19;0;3;0;0;0;0;9;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;35;0;0;0;0;0;0;0;3
"";"UNF2";2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"Total";;2990;136;3796;1108;146;167;48;8747;444;390;29;643;544;617;87;539;1833;152;53;112;131;5;17;22734;407;273;4;77;1;762;9;2823
