"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"";"NCH1.1.3";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH2";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH2.1";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH3";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Neurologie";"NEU1";6;2;0;4;0;0;1;0;0;1;46;0;0;5;2;0;0;0;3;0;0;0;0;70;0;0;0;0;0;0;1;3
"";"NEU2";6;0;0;1;0;0;1;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;
"";"NEU2.1";4;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"";"NEU3";35;5;1;25;0;0;6;0;0;2;117;2;0;0;8;0;0;0;0;0;0;0;0;201;0;0;0;0;0;0;0;3
"";"NEU3.1";2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"NEU4";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;21;0;0;0;0;0;0;0;
"";"NEU4.1";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"NEU4.2";1;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;10;0;0;0;0;20;0;0;0;0;0;0;0;
"Ophthalmologie";"AUG1";4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;2
"";"AUG1.1";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"AUG1.2";3;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1;1;0;
"";"AUG1.3";9;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;23;4;0;0;2;0;6;0;2
"";"AUG1.4";7;19;5;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;45;0;0;0;0;0;0;0;
"";"AUG1.5";53;13;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;7
"Endokrinologie";"END1";13;1;2;3;0;0;9;1;0;0;109;1;0;7;6;0;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;
"Gastroenterologie";"GAE1";23;8;8;16;0;0;20;1;1;14;212;1;0;9;26;0;0;0;0;0;0;0;0;339;3;0;0;0;0;3;0;9
"";"GAE1.1";3;3;1;3;0;0;0;0;0;0;80;0;0;0;4;0;0;0;0;0;0;0;0;94;0;0;0;0;0;0;0;1
"Viszeralchirugie";"VIS1";28;16;5;17;2;0;7;1;0;0;125;0;0;4;18;0;0;0;0;0;0;0;0;223;0;2;0;0;0;2;0;4
"";"VIS1.1";5;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"";"VIS1.2";2;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;
"";"VIS1.3";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"VIS1.4";2;0;0;5;0;0;0;2;0;0;40;0;0;0;4;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;7
"";"VIS1.4.1";1;0;0;3;0;0;0;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;4
"";"VIS1.5";0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1
"Hämatologie";"HAE1";19;0;0;0;0;0;0;0;0;0;6;0;0;23;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;2
"";"HAE1.1";9;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;
"";"HAE2";39;3;0;1;0;0;1;0;0;1;65;0;0;0;2;0;0;0;0;0;0;0;0;112;0;0;0;0;0;0;0;3
"";"HAE3";0;0;0;2;0;0;3;0;0;0;8;1;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;
"";"HAE4";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"HAE5";4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"Gefässe";"GEF1";8;14;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;26;1;0;0;0;0;1;0;1
"";"ANG1";38;26;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;66;1;1;0;0;0;2;0;3
"";"GEFA";27;33;0;16;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;2
"";"GEF3";8;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;2
"";"ANG3";8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"";"RAD1";2;1;0;7;0;0;2;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;2
"Herz";"HER1";3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"HER1.1";1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1
"";"HER1.1.1";41;0;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;1
"";"HER1.1.2";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"HER1.1.3";3;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"HER1.1.4";5;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;
"";"HER1.1.5";4;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;0;0;0;1;0;
"";"KAR1";10;1;2;9;0;0;2;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;1
"";"KAR1.1";193;14;19;96;0;0;2;0;0;1;26;0;0;5;1;0;0;0;0;0;0;0;0;357;1;6;0;0;0;7;0;6
"";"KAR1.1.1";40;1;4;15;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;4
"";"KAR1.2";15;2;9;16;0;0;0;0;0;0;71;0;0;2;0;0;0;0;0;0;0;0;0;115;8;0;0;0;0;8;0;
"";"KAR1.3";10;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;
"Nephrologie";"NEP1";5;3;0;1;0;0;0;0;0;3;27;0;0;3;2;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;6
"Urologie";"URO1";27;19;1;54;0;4;156;0;0;6;328;1;0;3;38;5;0;0;0;1;0;0;0;643;3;6;0;1;0;10;0;71
"";"URO1.1";14;6;0;6;0;0;22;0;0;2;38;0;0;6;9;0;0;0;0;4;0;0;0;107;0;0;0;1;0;1;0;5
"";"URO1.1.1";2;4;0;7;0;1;19;0;0;0;0;0;0;0;9;0;0;0;0;1;0;0;0;43;0;0;0;0;0;0;0;
"";"URO1.1.2";7;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;
"";"URO1.1.3";0;3;0;1;0;0;7;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;17;0;2;0;0;0;2;0;
"";"URO1.1.4";2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2
"";"URO1.1.7";4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"";"URO1.1.8";1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"Pneumologie";"PNE1";33;9;2;1;1;0;5;1;1;0;96;1;0;4;7;0;0;0;0;0;0;0;0;161;0;0;0;0;0;0;0;4
"";"PNE1.1";1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"PNE1.2";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;
"";"PNE1.3";1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"PNE2";2;4;0;0;0;0;0;0;0;0;6;0;0;2;0;0;0;0;2;0;0;0;0;16;0;0;0;0;0;0;0;1
"Thoraxchirurgie";"THO1";4;3;1;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"";"THO1.1";7;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;
"";"THO1.2";8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0;0;1;0;
"Transplantationen";"TPL1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"TPL2";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"TPL3";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"TPL4";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL5";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;1
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";29;35;2;18;3;3;16;0;1;7;125;5;45;10;14;71;0;2;0;0;4;0;0;390;8;2;1;4;0;15;1;36
"";"BEW2";4;5;0;7;0;0;1;1;0;1;28;3;36;2;8;12;0;2;0;0;0;0;1;111;0;1;2;3;0;6;0;5
"";"BEW3";2;7;2;1;0;0;4;0;0;1;22;0;11;2;7;5;0;7;0;0;0;0;0;71;0;2;0;6;0;8;0;10
"";"BEW4";0;0;0;0;0;0;3;0;0;0;1;0;5;0;0;1;0;0;0;0;0;0;0;10;0;0;0;1;0;1;0;
"";"BEW5";0;2;0;21;0;3;7;0;0;0;17;2;30;0;9;20;0;0;0;0;1;0;0;112;1;5;1;1;0;8;0;30
"";"BEW6";1;1;1;12;0;11;26;0;0;1;59;0;63;1;16;45;0;0;0;0;2;0;0;239;0;5;1;3;0;9;0;31
"";"BEW7";0;3;0;1;0;0;1;0;0;0;4;1;2;0;0;8;0;0;0;0;1;0;0;21;0;3;0;0;0;3;0;3
"";"BEW7.1";1;6;3;12;0;1;9;1;0;4;124;0;70;0;16;23;0;0;0;0;1;0;0;271;0;3;0;0;0;3;0;11
"";"BEW7.1.1";1;3;0;1;0;0;1;0;0;0;9;0;10;0;0;11;0;0;0;0;0;0;0;36;0;1;0;0;0;1;0;2
"";"BEW7.2";0;1;1;14;0;2;6;0;0;4;115;0;39;0;21;15;0;0;0;0;0;0;0;218;0;7;1;4;0;12;0;15
"";"BEW7.2.1";0;0;0;1;0;0;0;0;0;0;5;0;3;0;0;5;0;0;0;0;0;0;0;14;0;3;0;1;0;4;0;
"";"BEW8";11;10;6;26;5;2;0;0;0;97;0;0;56;0;2;75;0;0;0;0;0;0;0;290;6;4;0;0;0;10;0;26
"";"BEW8.1";3;1;0;4;0;1;0;0;0;20;0;0;3;1;0;8;0;0;0;0;0;0;0;41;1;1;0;0;0;2;0;1
"";"BEW9";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"BEW10";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"BEW11";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Rheumatologie";"RHE1";10;0;0;1;0;1;3;0;0;0;26;0;1;0;1;5;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;2
"";"RHE2";11;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;
"Gynäkologie";"GYN1";21;8;3;15;3;2;19;1;0;12;185;0;0;1;24;0;0;0;0;0;0;0;0;294;1;1;0;3;0;5;1;14
"";"GYNT";4;0;1;2;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;
"";"GYN2";3;3;0;10;0;3;0;0;0;0;54;0;0;0;12;0;0;0;0;0;0;0;0;85;2;4;0;4;0;10;0;3
"";"PLC1";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;1
"Geburtshilfe";"GEB1";42;46;4;25;6;0;109;2;0;131;681;0;0;0;132;0;0;0;0;0;0;0;0;1178;2;7;0;0;0;9;0;16
"";"GEB1.1";6;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1
"";"GEB1.1.1";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"Neugeborene";"NEO1";20;10;2;23;5;0;98;0;0;91;554;0;0;0;116;0;0;0;0;0;0;0;0;919;2;7;0;0;0;9;0;14
"";"NEO1.1";14;45;0;0;0;0;1;0;0;28;8;0;0;7;1;0;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;1
"";"NEO1.1.1";8;2;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;3
"";"NEO1.1.1.1";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"(Radio-)Onkologie";"ONK1";0;8;0;0;0;0;0;0;0;0;11;0;0;13;1;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;1
"";"RAO1";11;6;2;2;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;25;0;0;0;0;0;0;0;
"";"NUK1";3;7;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;
"Schwere Verletzungen";"UNF1";8;1;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;1
"";"UNF1.1";13;0;0;0;0;0;1;0;0;0;14;0;0;3;0;1;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
"";"UNF2";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Total";;1532;778;162;711;35;39;830;27;19;502;7382;30;395;410;832;348;5;41;34;7;9;2;3;14133;57;95;11;49;4;216;6;781
