"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"";"NCH1.1.1";35;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;2
"";"NCH1.1.1.1";17;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;1
"";"NCH1.1.2";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;
"";"NCH1.1.3";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH2";1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"NCH2.1";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH3";6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;1;0;
"Neurologie";"NEU1";72;0;42;24;4;0;2;1;0;7;0;20;0;15;0;0;0;0;12;0;0;0;1;200;3;0;0;0;0;3;0;21
"";"NEU2";17;0;15;2;1;0;0;1;0;2;0;9;0;0;0;0;1;0;0;0;0;0;0;48;2;2;0;0;0;4;0;2
"";"NEU2.1";17;0;1;4;0;0;0;0;0;3;0;10;0;31;0;0;2;0;0;0;0;1;0;69;0;0;0;0;0;0;0;2
"";"NEU3";315;1;248;118;18;0;1;6;2;34;2;105;0;1;0;2;4;0;0;0;0;3;1;861;5;1;0;0;0;6;0;44
"";"NEU3.1";32;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;3
"";"NEU4";8;0;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;63;0;0;0;0;80;0;0;0;0;0;0;0;
"";"NEU4.1";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;31;0;0;0;0;0;0;0;
"";"NEU4.2";19;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;48;0;0;0;0;88;0;0;0;0;0;0;0;1
"Ophthalmologie";"AUG1";40;1;20;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;65;4;0;0;1;0;5;0;11
"";"AUG1.1";8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;11;0;0;0;0;0;0;0;
"";"AUG1.2";12;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;21;2;0;0;4;2;8;0;3
"";"AUG1.3";25;2;19;0;0;0;0;0;0;0;0;0;0;1;0;0;0;23;0;0;0;0;0;70;17;0;0;2;0;19;0;28
"";"AUG1.4";37;2;91;34;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;166;27;0;0;18;0;45;0;
"";"AUG1.5";214;1;83;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;302;7;0;0;0;0;7;0;16
"Endokrinologie";"END1";97;3;52;18;18;0;2;2;2;14;1;92;1;27;1;1;0;0;0;0;0;0;2;333;5;1;0;0;0;6;0;5
"Gastroenterologie";"GAE1";286;7;433;165;37;0;3;17;6;92;1;294;0;35;3;0;8;0;0;0;0;0;3;1390;71;10;0;0;0;81;0;39
"";"GAE1.1";60;1;73;40;4;0;1;3;2;21;0;67;0;1;1;0;0;0;0;0;0;0;1;275;18;3;0;0;0;21;0;4
"Viszeralchirugie";"VIS1";172;5;185;127;34;0;0;14;0;40;1;87;0;27;5;0;0;1;0;0;0;0;0;698;35;34;0;6;0;75;6;24
"";"VIS1.1";19;0;13;13;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;46;2;0;0;0;0;2;0;
"";"VIS1.2";10;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;0;0;0;0;1;0;1
"";"VIS1.3";11;0;5;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;23;1;0;0;0;0;1;0;
"";"VIS1.4";18;0;33;33;0;0;0;42;0;0;3;0;0;0;24;0;0;0;0;0;0;0;0;153;0;0;0;0;0;0;0;25
"";"VIS1.4.1";12;0;1;6;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;9
"";"VIS1.5";7;0;6;12;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1;2;0;0;0;3;0;
"Hämatologie";"HAE1";93;0;19;5;1;0;0;0;0;1;0;8;0;72;0;0;0;0;0;0;0;0;0;199;3;1;0;0;0;4;0;2
"";"HAE1.1";28;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
"";"HAE2";256;0;81;44;2;0;2;1;1;14;0;93;0;2;0;2;0;0;0;0;0;4;1;503;13;5;0;0;0;18;0;19
"";"HAE3";12;1;10;8;0;0;0;2;1;4;0;25;0;6;0;0;0;0;0;0;0;1;0;70;3;1;0;0;0;4;0;
"";"HAE4";15;0;8;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;
"";"HAE5";7;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"Gefässe";"GEF1";31;4;39;25;1;0;0;1;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0;106;9;6;0;0;0;15;0;5
"";"ANG1";140;1;78;46;5;0;0;0;0;1;0;46;0;0;0;0;0;0;0;0;0;0;0;317;37;9;0;0;0;46;0;3
"";"GEFA";123;3;67;43;0;0;0;0;0;0;0;12;0;5;0;0;0;0;0;0;0;0;0;253;20;3;0;0;0;23;0;16
"";"GEF3";21;0;12;16;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;2;0;0;0;0;2;0;
"";"ANG3";20;0;6;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;
"";"RAD1";21;0;25;50;1;0;0;1;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;105;3;0;0;0;0;3;0;5
"Herz";"HER1";1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;2;0;
"";"HER1.1";10;0;7;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;24;1;0;0;0;0;1;0;
"";"HER1.1.1";33;0;34;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;6;0;0;0;0;6;0;1
"";"HER1.1.2";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"HER1.1.3";4;0;9;2;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;25;1;0;0;0;0;1;0;1
"";"HER1.1.4";15;0;26;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;2;0;0;0;0;2;0;
"";"HER1.1.5";8;0;25;17;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;52;7;0;0;0;0;7;0;
"";"KAR1";58;0;82;46;0;0;0;3;0;8;0;39;0;1;0;0;0;0;0;0;0;0;0;237;35;2;0;1;0;38;0;5
"";"KAR1.1";411;2;480;247;0;0;0;0;0;3;0;5;0;6;0;0;0;0;0;0;0;0;0;1154;120;24;0;0;0;144;0;30
"";"KAR1.1.1";58;0;73;55;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;197;39;0;0;0;0;39;0;12
"";"KAR1.2";80;2;77;91;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;0;0;0;0;260;53;4;0;0;0;57;0;5
"";"KAR1.3";54;0;22;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;9;0;0;0;0;9;0;1
"Nephrologie";"NEP1";68;0;38;21;9;0;0;1;0;21;0;51;0;0;0;0;0;0;0;0;0;0;2;211;14;0;0;0;0;14;0;6
"Urologie";"URO1";450;23;662;248;37;237;4;47;4;112;4;260;0;41;17;16;0;2;0;148;0;0;1;2313;127;95;0;5;0;227;1;57
"";"URO1.1";66;2;80;28;1;7;0;8;0;36;0;12;0;30;4;1;0;0;0;11;0;0;0;286;2;13;0;1;0;16;0;9
"";"URO1.1.1";17;4;32;38;0;1;0;4;0;0;0;0;0;0;6;0;0;0;0;9;0;0;0;111;0;10;0;0;0;10;0;2
"";"URO1.1.2";3;2;8;6;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;21;2;1;0;0;0;3;0;1
"";"URO1.1.3";15;0;8;7;0;0;0;2;0;0;0;1;0;1;3;0;0;0;0;0;0;0;0;37;0;1;0;0;0;1;0;1
"";"URO1.1.4";7;0;2;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;16;1;1;0;0;0;2;0;
"";"URO1.1.7";2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"URO1.1.8";6;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;18;0;0;0;0;0;0;0;
"Pneumologie";"PNE1";191;1;179;22;16;0;2;7;11;20;5;120;0;30;7;1;0;0;0;0;0;1;0;613;27;2;0;0;0;29;1;18
"";"PNE1.1";8;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;12;0;0;0;0;0;0;0;3
"";"PNE1.2";62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;1
"";"PNE1.3";4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"PNE2";18;1;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;1;0;0;0;0;32;1;0;0;0;0;1;0;2
"Thoraxchirurgie";"THO1";18;1;15;10;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;50;0;1;0;2;0;3;0;
"";"THO1.1";18;2;26;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;2;5;0;0;0;7;0;1
"";"THO1.2";14;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;1;1;0;0;0;2;0;1
"Transplantationen";"TPL1";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"TPL2";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"TPL3";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"TPL4";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"TPL5";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";189;8;227;140;27;56;14;19;5;74;7;137;236;44;21;300;3;12;0;0;23;1;1;1544;80;40;1;45;0;166;1;113
"";"BEW2";33;2;48;26;7;28;1;5;0;31;0;62;151;33;16;65;1;11;0;0;14;0;4;538;25;15;0;8;0;48;0;23
"";"BEW3";30;6;47;10;1;0;0;6;1;4;0;18;22;16;2;19;0;9;0;0;0;0;0;191;18;16;0;39;0;73;0;19
"";"BEW4";1;0;3;3;0;6;1;0;0;0;0;2;14;0;0;8;0;0;0;0;3;0;0;41;3;1;0;0;0;4;0;2
"";"BEW5";30;11;45;175;5;55;1;3;0;7;2;24;141;3;4;164;1;0;0;0;27;0;0;698;29;82;4;27;0;142;0;63
"";"BEW6";9;1;55;70;6;97;10;21;0;48;0;36;219;1;21;158;1;4;0;0;10;0;0;767;30;60;1;8;0;99;0;46
"";"BEW7";1;4;13;12;0;9;0;0;0;0;1;2;18;2;0;32;0;0;0;0;27;0;0;121;7;10;0;2;0;19;0;13
"";"BEW7.1";34;2;66;72;6;80;1;4;2;30;2;64;275;0;7;120;0;0;0;0;3;0;0;768;30;49;2;3;0;84;0;29
"";"BEW7.1.1";6;2;7;6;2;3;0;1;0;4;0;3;15;0;1;21;0;0;0;0;0;0;0;71;3;5;0;0;0;8;0;4
"";"BEW7.2";0;0;60;67;4;106;2;15;0;27;7;2;171;1;17;86;0;0;0;0;3;0;0;568;32;61;3;9;0;105;0;9
"";"BEW7.2.1";0;0;1;9;0;5;0;0;0;1;1;0;14;0;0;12;0;0;0;0;0;0;0;43;2;9;1;3;0;15;0;1
"";"BEW8";95;1;154;184;7;7;0;0;0;134;0;1;174;4;13;229;0;0;0;0;0;0;0;1003;84;31;1;1;0;117;0;44
"";"BEW8.1";11;0;1;14;0;0;0;0;0;16;0;0;6;2;1;24;0;0;0;0;0;0;0;75;6;2;0;0;0;8;0;6
"";"BEW9";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"";"BEW10";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;5;0;0;0;3;0;3;0;
"";"BEW11";;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Rheumatologie";"RHE1";84;2;34;5;4;3;1;1;0;10;1;38;1;8;0;18;2;0;0;0;0;1;1;214;2;2;0;0;0;4;0;8
"";"RHE2";37;0;5;0;0;0;0;0;0;2;0;6;0;7;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;
"Gynäkologie";"GYN1";434;10;365;165;85;46;2;48;3;123;3;2;0;15;15;1;0;2;0;3;0;0;0;1322;71;68;0;21;0;160;6;101
"";"GYNT";33;0;39;26;0;0;0;0;0;11;0;0;0;1;0;0;0;0;0;0;0;0;0;110;1;5;0;1;0;7;0;4
"";"GYN2";64;0;80;147;0;27;0;1;0;44;1;0;0;0;2;0;0;0;0;0;0;0;0;366;26;37;0;26;0;89;0;6
"";"PLC1";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;11;0;0;0;0;0;0;0;11
"Geburtshilfe";"GEB1";1563;12;1905;514;247;0;54;118;53;1111;11;1;0;0;17;0;0;0;0;0;0;0;0;5606;296;205;0;2;0;503;2;78
"";"GEB1.1";61;0;4;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;70;1;0;0;0;0;1;0;1
"";"GEB1.1.1";34;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;
"Neugeborene";"NEO1";1194;6;1559;496;223;0;53;104;48;930;13;0;0;10;16;0;0;0;0;0;0;0;0;4652;289;206;0;0;0;495;2;58
"";"NEO1.1";179;4;167;2;8;0;0;0;3;146;0;0;0;29;0;0;0;0;0;0;0;0;0;538;0;4;0;0;0;4;0;6
"";"NEO1.1.1";85;1;3;0;0;0;0;0;0;7;0;0;0;28;0;0;0;0;0;0;0;0;0;124;0;1;0;0;0;1;0;7
"";"NEO1.1.1.1";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;
"(Radio-)Onkologie";"ONK1";80;2;21;6;0;0;0;1;0;3;0;25;0;21;0;0;0;0;0;0;0;0;0;159;11;6;0;0;0;17;0;4
"";"RAO1";77;2;101;33;0;0;0;0;0;1;0;0;0;6;1;0;0;0;0;9;0;0;0;230;0;0;0;0;0;0;0;3
"";"NUK1";32;1;31;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;14
"Schwere Verletzungen";"UNF1";28;1;7;0;2;0;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;11
"";"UNF1.1";49;0;15;3;0;0;0;1;0;4;0;16;0;6;0;0;0;0;0;0;0;0;0;94;0;0;0;0;0;0;1;6
"";"UNF2";4;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;
"Total";;13773;289;14465;5564;1532;989;241;916;267;4801;148;6116;1559;2235;383;1477;194;536;146;192;118;112;116;56169;2324;1459;21;407;15;4226;35;2557
