"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"";"HNO1.3";104;0;0;3;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;110;0;8;0;2;0;10;0;12
"";"HNO1.3.1";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"HNO1.3.2";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"HNO2";66;0;43;23;1;12;0;5;3;22;0;22;0;0;0;0;0;0;0;0;0;1;0;0;198;1;13;0;0;0;14;0;4
"";"KIE1";61;3;4;2;1;0;0;0;0;1;0;3;0;8;0;0;0;0;12;0;0;0;0;0;95;1;0;0;8;0;9;0;1
"Neurochirurgie";"NCH1";163;0;0;85;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;261;6;0;0;0;0;6;0;7
"";"NCH1.1";14;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;0;0;0;0;1;0;1
"";"NCH1.1.1";35;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;3
"";"NCH1.1.1.1";4;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;
"";"NCH1.1.2";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"";"NCH1.1.3";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH2";0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"NCH2.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH3";2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"Neurologie";"NEU1";106;1;56;15;6;0;3;2;1;8;1;29;0;18;1;1;3;0;0;7;0;0;0;2;260;1;0;0;0;0;1;0;21
"";"NEU2";19;0;18;4;1;0;0;1;0;0;0;11;0;0;0;1;0;0;0;0;0;0;2;0;57;1;0;0;0;0;1;0;3
"";"NEU2.1";28;0;5;5;0;0;0;0;0;2;0;1;0;2;0;0;0;0;0;0;0;0;4;0;47;0;0;0;0;0;0;0;2
"";"NEU3";277;1;178;100;12;0;3;2;0;34;1;111;0;1;2;0;4;0;0;0;0;0;3;0;729;2;1;0;0;0;3;1;39
"";"NEU3.1";23;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;1
"";"NEU4";0;0;0;8;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;57;0;0;0;0;78;0;0;0;0;0;0;0;
"";"NEU4.1";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;15;0;0;0;0;0;0;0;
"";"NEU4.2";17;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;66;0;0;0;0;0;0;0;
"Ophthalmologie";"AUG1";37;1;5;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;48;13;0;0;2;0;15;0;8
"";"AUG1.1";31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;35;0;0;0;0;0;0;0;
"";"AUG1.2";15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;17;2;1;0;1;1;5;0;4
"";"AUG1.3";45;5;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;84;22;0;0;0;0;22;0;28
"";"AUG1.4";36;1;55;40;0;0;0;0;0;13;0;0;0;1;0;0;0;0;12;0;0;0;0;0;158;28;0;0;61;0;89;0;3
"";"AUG1.5";177;0;73;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;267;11;0;0;0;0;11;0;17
"Endokrinologie";"END1";52;0;56;10;6;0;0;3;0;13;0;27;0;9;0;0;1;2;0;0;0;0;2;0;181;1;0;0;1;0;2;0;2
"Gastroenterologie";"GAE1";299;1;507;131;36;0;8;22;2;121;4;344;0;24;5;0;5;5;0;0;0;0;0;0;1514;64;8;0;0;0;72;0;28
"";"GAE1.1";46;0;88;30;5;0;0;7;0;33;0;65;0;1;2;0;0;0;0;0;0;0;0;0;277;10;9;0;0;0;19;0;4
"Viszeralchirugie";"VIS1";161;2;156;94;7;0;0;3;1;19;0;61;0;18;6;0;2;1;0;0;1;0;0;0;532;25;8;0;0;0;33;2;15
"";"VIS1.1";13;0;17;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;3;0;0;0;0;3;0;
"";"VIS1.2";6;0;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;2;0;0;0;0;2;0;
"";"VIS1.3";5;0;2;6;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;
"";"VIS1.4";40;0;20;19;0;0;0;26;0;0;4;6;0;0;24;0;0;0;0;0;0;0;0;0;139;0;0;0;1;0;1;0;22
"";"VIS1.4.1";14;0;3;25;0;0;0;21;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;0;0;6
"";"VIS1.5";3;0;15;7;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;31;3;0;0;0;0;3;0;
"Haematologie";"HAE1";66;0;12;9;0;0;0;0;0;6;1;8;0;46;0;0;0;0;0;0;0;0;0;0;148;2;0;0;0;0;2;0;1
"";"HAE1.1";34;0;0;3;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;
"";"HAE2";125;1;91;85;6;0;0;1;1;14;0;76;0;0;0;1;2;5;0;0;0;0;4;0;412;17;1;0;0;0;18;0;13
"";"HAE3";16;0;17;1;0;0;0;0;0;6;1;19;0;0;0;1;0;0;0;0;0;0;0;0;61;4;3;0;0;0;7;0;1
"";"HAE4";3;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1
"";"HAE5";5;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;
"Gefässe";"GEF1";47;0;25;22;0;0;0;4;0;0;0;6;1;1;0;1;0;0;0;0;0;0;0;0;107;24;1;0;0;0;25;0;3
"";"ANG1";162;2;74;40;13;0;0;0;0;1;0;57;0;2;0;1;0;0;0;0;0;0;0;0;352;46;12;0;0;0;58;1;3
"";"GEF2";10;0;35;16;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;64;3;0;0;0;0;3;0;3
"";"ANG2";77;5;37;43;1;0;0;0;0;1;0;14;0;1;0;0;0;0;0;0;0;0;0;0;179;11;1;0;0;0;12;0;6
"";"GEF3";19;0;15;12;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;4;0;0;0;0;4;0;
"";"ANG3";13;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;
"";"RAD1";29;0;10;21;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;70;1;1;0;0;0;2;0;2
"Herz";"HER1";6;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;0;0;0;0;1;0;1
"";"HER1.1";6;0;3;2;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;18;2;0;0;0;0;2;0;
"";"HER1.1.1";47;0;55;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;7;0;0;0;0;7;0;
"";"HER1.1.2";0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"HER1.1.3";11;0;11;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;35;3;0;0;0;0;3;0;3
"";"HER1.1.4";15;0;25;20;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;61;1;0;0;0;0;1;0;1
"";"HER1.1.5";17;0;20;23;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;61;7;0;0;0;0;7;0;1
"";"KAR1";62;0;76;42;6;0;0;0;0;15;0;56;0;1;0;0;0;0;0;0;0;0;0;0;258;35;0;0;0;0;35;0;4
"";"KAR1.1";490;3;500;332;3;0;0;0;0;2;0;11;0;3;0;0;0;0;0;0;0;0;0;0;1344;137;0;0;0;0;137;0;32
"";"KAR1.1.1";155;0;79;79;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;320;66;0;0;0;0;66;0;11
"";"KAR1.2";38;0;22;11;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;75;26;0;0;0;0;26;0;2
"";"KAR1.3";37;0;30;10;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;80;12;0;0;0;0;12;0;3
"Nephrologie";"NEP1";140;0;69;3;0;0;0;0;0;29;0;79;0;0;2;0;0;0;0;0;0;0;0;0;322;16;0;0;0;0;16;1;2
"Urologie";"URO1";584;18;701;222;28;285;6;33;0;152;4;206;0;46;13;7;1;17;1;0;80;2;0;0;2406;82;131;1;2;0;216;3;56
"";"URO1.1";62;5;54;22;2;5;0;4;0;25;0;27;0;10;2;0;0;2;0;0;16;1;0;0;237;1;9;0;5;0;15;1;7
"";"URO1.1.1";25;5;23;42;0;7;0;0;0;0;0;0;0;0;4;0;0;0;0;0;10;0;0;0;116;4;2;0;0;0;6;0;1
"";"URO1.1.2";10;0;5;3;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;23;1;0;0;0;0;1;0;1
"";"URO1.1.3";18;1;31;17;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;71;1;0;0;0;0;1;0;
"";"URO1.1.4";2;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"URO1.1.5";4;2;7;1;0;0;0;1;0;0;0;0;0;7;1;0;0;0;0;0;2;0;0;0;25;0;0;0;0;0;0;0;
"";"URO1.1.6";4;1;0;7;1;0;0;0;0;1;0;0;0;17;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
"";"URO1.1.7";10;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"";"URO1.1.8";4;0;10;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;20;0;0;0;0;0;0;0;
"Pneumologie";"PNE1";289;4;283;63;38;0;2;11;2;64;3;216;0;29;2;0;4;0;0;0;0;0;3;1;1014;33;3;0;0;0;36;0;19
"";"PNE1.1";14;0;13;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;3
"";"PNE1.2";84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;
"";"PNE1.3";12;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;
"";"PNE2";19;0;1;0;0;0;0;0;0;1;0;7;0;11;0;0;0;0;0;2;0;0;0;0;41;1;0;0;0;0;1;0;4
"Thoraxchirurgie";"THO1";6;0;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;15;4;0;0;0;0;4;0;1
"";"THO1.1";28;1;20;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;1;0;0;0;0;1;0;
"";"THO1.2";15;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;2;0;0;0;0;2;0;
"Transplantationen";"TPL1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"TPL2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"TPL3";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"TPL4";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL5";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";210;12;200;187;35;78;7;6;7;69;1;138;301;50;6;296;1;8;15;0;0;2;0;0;1629;86;44;2;17;0;149;2;120
"";"BEW2";48;4;51;51;7;68;1;3;0;53;1;39;130;9;4;76;0;2;17;0;0;8;2;2;576;30;24;0;23;0;77;0;26
"";"BEW3";49;8;39;21;4;3;4;12;2;4;0;20;27;12;5;17;0;1;0;0;0;0;0;0;228;32;32;1;22;0;87;0;12
"";"BEW4";0;0;10;9;0;4;1;1;0;6;0;6;45;1;3;5;0;1;0;0;0;0;0;0;92;1;5;0;0;0;6;0;8
"";"BEW5";44;7;73;254;12;219;0;6;1;37;8;55;153;9;0;105;2;30;1;0;0;22;0;0;1038;53;108;2;6;0;169;0;81
"";"BEW6";6;0;44;93;13;123;2;5;1;32;6;82;206;0;28;113;0;9;0;0;0;0;0;0;763;31;33;0;13;0;77;0;30
"";"BEW7";17;5;86;223;9;269;1;4;4;94;8;78;468;0;3;194;1;24;0;0;0;0;0;0;1488;80;125;1;16;0;222;0;38
"";"BEW8";137;3;151;207;12;27;0;0;0;136;0;1;179;4;7;190;2;0;0;0;0;0;0;0;1056;100;26;0;1;0;127;0;43
"";"BEW8.1";8;0;3;6;1;2;0;0;0;17;0;0;8;3;0;9;0;0;0;0;0;0;0;0;57;7;1;0;1;0;9;0;5
"";"BEW9";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"";"BEW10";3;0;1;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;8;1;2;0;0;0;3;0;1
"";"BEW11";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
"Rheumatologie";"RHE1";122;0;107;11;8;7;0;0;1;15;0;46;5;14;1;24;1;0;0;0;0;0;0;1;363;4;2;0;17;0;23;0;13
"";"RHE2";22;0;7;0;0;0;0;0;0;3;0;1;0;2;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;
"Gynäkologie";"GYN1";965;3;326;189;112;58;7;42;2;118;12;0;0;10;16;0;0;12;4;0;3;0;0;0;1879;119;96;1;18;0;234;1;83
"";"GYN1.1";6;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1
"";"GYN1.2";3;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;2;0;2;0;1
"";"GYN1.3";11;0;7;2;0;0;0;0;0;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;30;2;2;0;0;0;4;0;
"";"GYN1.4";17;0;18;4;1;0;0;5;0;5;1;1;0;1;0;0;0;0;0;0;0;0;0;0;53;3;0;0;0;0;3;0;1
"";"GYN2";99;1;63;80;2;16;0;7;0;26;0;1;0;0;4;0;0;2;72;0;0;0;0;0;373;22;47;0;45;2;116;0;6
"";"PLC1";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;8
"Geburtshilfe";"GEBH";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"GEB1";1847;10;1844;407;216;0;20;94;49;1048;3;5;0;0;9;0;9;222;0;0;0;0;0;0;5783;272;241;0;0;0;513;1;65
"";"GEB1.1";55;0;6;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;1;0;0;0;1;0;3
"";"GEB1.1.1";35;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;2;0;0;0;0;2;0;
"Neugeborene";"NEOG";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NEO1";1533;6;1615;388;169;0;19;85;44;957;3;0;0;16;7;0;8;177;0;0;0;0;0;0;5027;261;212;0;0;0;473;1;43
"";"NEO1.1";64;1;71;2;0;0;0;1;1;26;0;0;0;44;0;0;0;3;0;0;0;0;0;0;213;1;6;0;0;0;7;0;2
"";"NEO1.1.1";76;1;14;0;1;0;0;0;0;16;0;0;0;41;0;0;0;1;0;0;0;0;0;0;150;1;9;0;0;0;10;0;11
"";"NEO1.1.1.1";21;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;2
"(Radio-)Onkologie";"ONK1";53;7;108;10;0;0;0;2;0;6;0;16;0;9;0;0;0;4;0;0;0;0;0;0;215;12;1;0;0;0;13;0;2
"";"RAO1";91;3;128;28;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;254;0;0;0;0;0;0;0;5
"";"NUK1";35;1;50;27;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;1;0;0;0;0;1;0;8
"Schwere Verletzungen";"UNF1";36;0;13;0;1;0;0;0;0;0;0;5;0;3;0;1;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;9
"";"UNF1.1";37;0;20;4;1;0;0;1;0;2;0;13;2;15;0;1;1;0;0;0;0;0;0;2;99;0;0;0;0;0;0;1;3
"";"UNF2";9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;
"Total";;15740;268;14924;5539;1642;1618;158;643;203;5035;118;6649;1632;2306;254;1243;206;577;375;127;120;161;120;87;59745;2308;1476;16;519;14;4333;25;2296
