"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"";"KAR1.1.1";468;70;235;234;0;0;0;0;2;0;71;0;0;43;1;0;0;0;0;0;0;0;0;0;1124;193;0;0;0;0;193;0;34
"";"KAR1.2";109;4;42;48;0;0;0;0;0;0;26;0;0;16;0;0;0;0;0;0;0;0;0;0;245;80;0;0;0;0;80;0;9
"";"KAR1.3";140;29;65;24;0;0;0;0;0;0;29;4;0;0;0;0;0;0;0;0;0;0;0;0;291;13;0;0;0;0;13;0;7
"Nephrologie";"NEP1";226;86;89;19;21;0;31;29;17;53;45;96;0;3;16;2;0;0;0;0;0;0;0;0;733;32;0;0;0;0;32;4;28
"Urologie";"URO1";1211;1148;911;657;207;491;654;584;124;292;458;255;0;130;335;37;120;99;4;0;640;7;1;0;8365;172;235;84;12;0;503;25;318
"";"URO1.1";160;147;88;63;16;13;32;90;3;60;51;18;0;107;19;1;5;7;0;0;93;0;0;0;973;15;28;7;7;0;57;13;51
"";"URO1.1.1";54;92;47;131;1;10;35;35;0;0;0;0;0;0;32;0;0;0;0;0;62;0;0;0;499;4;10;0;0;0;14;4;13
"";"URO1.1.2";29;27;16;18;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;100;7;1;0;0;0;8;0;1
"";"URO1.1.3";45;50;35;39;0;1;16;28;0;3;1;0;0;5;24;0;0;0;0;0;2;0;0;0;249;1;3;0;0;0;4;0;8
"";"URO1.1.4";12;4;4;5;0;0;0;7;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;
"";"URO1.1.7";10;8;0;6;0;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;32;0;0;1;0;0;1;0;3
"";"URO1.1.8";7;6;18;6;0;0;3;4;0;3;0;0;0;0;0;0;0;0;0;0;18;0;0;0;65;0;0;0;0;0;0;0;2
"Pneumologie";"PNE1";651;324;375;99;144;0;255;164;218;85;179;270;0;100;100;2;17;3;0;0;0;0;6;1;2993;53;3;1;0;0;57;24;115
"";"PNE1.1";5;6;0;1;0;0;2;1;0;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;5
"";"PNE1.2";186;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;0;0;0;0;0;0;0;1
"";"PNE1.3";22;10;0;0;0;0;1;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;2
"";"PNE2";46;16;2;1;0;0;0;0;5;2;6;1;0;28;0;0;0;0;0;3;0;0;0;0;110;0;0;0;0;0;0;0;24
"Thoraxchirurgie";"THO1";38;10;8;7;0;0;0;0;0;0;1;0;0;11;3;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;3
"";"THO1.1";118;50;35;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249;1;0;0;0;0;1;0;
"";"THO1.2";26;19;24;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;0;0;1
"Transplantationen";"TPL1";5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"TPL2";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"TPL3";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1
"";"TPL4";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"TPL5";44;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;1
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";442;591;278;489;109;154;229;220;233;153;139;189;811;95;140;869;35;11;89;0;0;57;0;0;5333;274;133;128;78;0;613;21;501
"";"BEW2";79;143;85;102;28;93;59;73;55;75;29;50;327;59;31;127;14;6;32;0;0;43;0;1;1511;90;31;18;38;0;177;3;107
"";"BEW3";93;228;76;63;17;4;44;98;68;13;22;21;76;53;55;64;6;1;3;0;0;0;0;0;1005;41;31;16;79;0;167;7;73
"";"BEW4";0;28;8;18;1;4;16;5;9;11;4;8;150;2;12;16;2;2;0;0;0;9;0;0;305;8;22;5;0;0;35;0;24
"";"BEW5";35;169;82;532;35;187;109;98;117;33;44;40;398;16;49;226;29;37;18;0;0;130;0;0;2384;93;324;170;39;0;626;1;374
"";"BEW6";14;274;45;242;50;256;182;110;60;103;74;105;619;0;94;330;25;11;2;0;0;45;0;0;2641;62;124;50;24;0;260;5;209
"";"BEW7";1;70;16;47;1;16;10;8;4;4;11;2;102;7;1;94;0;30;0;0;0;8;0;0;432;14;28;10;2;0;54;0;38
"";"BEW7.1";34;476;76;240;38;226;116;107;169;102;143;74;632;0;108;282;40;2;0;0;0;16;0;0;2881;82;138;38;2;0;260;7;107
"";"BEW7.2";1;317;35;178;32;257;97;158;122;89;169;22;572;0;81;188;30;15;0;0;0;22;0;0;2385;64;178;94;27;0;363;6;167
"";"BEW7.3";5;57;5;70;15;23;25;19;16;35;37;14;122;0;6;95;7;5;0;0;0;0;0;0;556;8;34;8;9;0;59;0;24
"";"BEW8";315;467;304;672;54;41;1;0;2;504;0;2;715;8;44;572;11;0;0;0;0;0;0;0;3712;274;91;67;4;0;436;1;333
"";"BEW8.1";13;7;2;18;1;0;2;0;0;63;0;0;12;7;0;44;0;0;0;0;0;0;0;0;169;18;1;0;4;0;23;0;29
"";"BEW9";7;1;0;1;0;0;1;0;0;0;0;0;2;1;0;9;0;0;0;0;0;1;0;0;23;0;0;0;0;0;0;0;
"";"BEW10";2;0;0;4;0;0;0;0;0;0;0;1;0;1;0;3;0;0;0;0;0;2;0;0;13;0;2;1;0;0;3;0;2
"";"BEW11";3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2
"Rheumatologie";"RHE1";199;96;137;22;18;12;44;43;28;36;47;58;17;26;40;50;13;2;0;0;0;6;1;1;896;11;8;9;5;0;33;6;39
"";"RHE2";65;14;6;1;3;0;2;1;3;0;5;2;0;13;4;0;1;0;0;0;0;0;1;0;121;1;0;0;0;0;1;0;1
"Gynäkologie";"GYN1";1133;518;420;428;268;108;182;256;192;242;328;5;0;24;219;0;37;32;17;0;18;2;0;0;4429;194;171;31;57;0;453;51;329
"";"GYNT";77;35;45;22;14;1;17;28;26;15;19;0;0;0;13;0;0;1;0;0;0;0;0;0;313;7;7;0;1;0;15;3;12
"";"GYN2";138;156;98;254;2;51;28;57;52;56;112;0;0;0;41;0;11;20;105;0;0;0;0;0;1181;76;83;18;55;0;232;6;28
"";"PLC1";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;23
"Geburtshilfe";"GEB1";2907;1805;2286;788;734;2;1011;955;1453;2335;970;3;0;0;509;0;279;415;0;0;0;0;0;0;16452;419;422;1;0;0;842;106;611
"";"GEB1.1";142;28;5;0;1;0;1;1;8;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;191;0;0;0;0;0;0;0;9
"";"GEB1.1.1";64;9;1;1;1;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;1;0;0;0;1;0;7
"Neugeborene";"NEO1";2061;1442;1904;742;587;0;875;792;1263;1976;779;0;0;49;427;0;244;346;0;0;0;0;0;0;13487;403;384;0;0;0;787;90;522
"";"NEO1.1";88;148;207;10;5;0;10;12;81;281;11;0;0;83;2;0;4;1;0;0;0;0;0;0;943;2;23;0;0;0;25;0;19
"";"NEO1.1.1";401;113;21;0;5;0;2;2;22;4;15;0;0;87;1;0;0;0;0;0;0;0;0;0;673;0;9;0;0;0;9;0;40
"";"NEO1.1.1.1";41;4;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;49;0;0;0;0;0;0;0;6
"(Radio-)Onkologie";"ONK1";138;206;111;24;0;0;10;34;3;6;58;12;0;28;8;0;0;17;0;0;0;0;1;0;656;21;15;1;0;0;37;1;16
"";"RAO1";194;170;226;69;0;0;2;1;2;3;0;0;0;1;24;0;0;0;0;0;17;0;0;0;709;0;0;0;0;0;0;0;11
"";"NUK1";128;105;96;68;1;0;11;0;1;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;415;8;0;0;0;0;8;0;17
"Schwere Verletzungen";"UNF1";84;25;15;0;6;0;3;7;6;1;2;5;0;8;0;1;2;0;0;0;0;0;1;0;166;0;0;0;0;0;0;1;39
"";"UNF1.1";115;38;19;5;14;0;12;5;7;7;9;14;0;24;2;1;3;0;0;0;0;0;1;0;276;0;0;1;0;0;1;1;26
"";"UNF2";14;1;3;0;0;0;0;1;0;1;0;1;0;6;0;0;1;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;
"Total";;31758;24692;21624;13636;6631;2385;10143;9511;9825;10320;9870;8063;4810;5828;6334;3517;3045;1521;1193;400;1012;914;196;121;187349;4734;3190;1120;1179;33;10256;906;10812
