"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"";"NCH2.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH3";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;1;0;0;0;1;0;
"Neurologie";"NEU1";3;1;0;5;0;0;1;0;0;1;50;0;0;3;2;0;1;0;0;1;0;0;0;0;68;0;0;0;0;0;0;0;5
"";"NEU2";1;0;1;0;0;0;2;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;
"";"NEU2.1";6;0;0;0;0;0;0;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;
"";"NEU3";34;6;1;41;0;0;3;0;0;0;129;2;0;0;6;0;1;0;0;0;0;0;0;0;223;0;0;0;0;0;0;0;11
"";"NEU3.1";5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1
"";"NEU4";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;16;0;0;0;0;0;0;0;3
"";"NEU4.1";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"NEU4.2";6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;11;0;0;0;0;19;0;0;0;0;0;0;0;
"Ophthalmologie";"AUG1";7;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1
"";"AUG1.1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"AUG1.2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;2
"";"AUG1.3";16;17;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;40;4;0;0;0;0;4;0;5
"";"AUG1.4";11;40;7;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;0;0;
"";"AUG1.5";49;18;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;7
"Endokrinologie";"END1";13;5;0;2;0;0;5;0;0;0;81;0;0;6;10;0;0;0;0;0;0;0;0;0;122;0;0;0;0;0;0;0;5
"Gastroenterologie";"GAE1";17;8;2;22;0;0;26;0;0;4;232;0;0;4;29;0;0;1;0;0;0;0;0;0;345;1;0;0;0;0;1;0;10
"";"GAE1.1";7;5;1;8;0;0;3;0;0;0;111;0;0;0;5;0;0;0;0;0;0;0;0;0;140;0;0;0;0;0;0;0;2
"Viszeralchirugie";"VIS1";28;15;2;13;1;0;7;0;0;2;105;1;0;4;24;0;0;0;0;0;0;0;0;0;202;0;1;0;0;0;1;0;9
"";"VIS1.1";3;10;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;1
"";"VIS1.2";2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"";"VIS1.3";0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"VIS1.4";2;0;0;4;0;0;0;1;0;0;52;0;0;0;7;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;
"";"VIS1.4.1";1;0;0;2;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;2
"";"VIS1.5";1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"Hämatologie";"HAE1";17;5;0;0;0;0;0;0;0;0;9;0;0;12;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;
"";"HAE1.1";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"HAE2";40;3;3;2;0;0;6;0;0;0;39;1;0;0;2;1;0;2;0;0;0;0;0;0;99;0;0;0;0;0;0;1;1
"";"HAE3";0;0;0;0;0;0;0;0;0;0;8;0;0;1;1;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;
"";"HAE4";4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"HAE5";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"Gefässe";"GEF1";10;10;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;1;0;0;0;1;0;1
"";"ANG1";29;22;2;3;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;58;2;2;0;0;0;4;0;
"";"GEFA";28;37;2;9;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;79;0;1;0;0;0;1;0;4
"";"GEF3";8;4;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0;0;1;0;1
"";"ANG3";3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"RAD1";6;2;0;11;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;1
"Herz";"HER1";2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"HER1.1";4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"HER1.1.1";29;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;1
"";"HER1.1.2";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"HER1.1.3";2;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"HER1.1.4";8;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;1
"";"HER1.1.5";6;0;2;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;
"";"KAR1";8;1;1;7;0;0;0;0;0;1;30;0;0;2;2;0;0;0;0;0;0;0;0;0;52;3;0;0;0;0;3;0;1
"";"KAR1.1";193;8;26;79;0;0;3;0;0;0;47;0;0;2;2;0;0;0;0;0;0;0;0;0;360;4;2;0;0;0;6;0;7
"";"KAR1.1.1";42;0;4;10;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;3
"";"KAR1.2";7;0;7;9;0;0;0;0;0;0;67;0;0;1;0;0;0;0;0;0;0;0;0;0;91;3;0;0;0;0;3;0;1
"";"KAR1.3";12;0;1;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;
"Nephrologie";"NEP1";3;5;0;0;0;0;1;0;0;0;40;1;0;5;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;
"Urologie";"URO1";28;17;1;54;0;2;125;0;0;3;374;0;0;6;37;1;0;0;0;0;3;0;0;0;651;0;3;0;0;0;3;0;51
"";"URO1.1";8;1;0;10;0;0;5;0;0;0;41;0;0;5;8;0;0;0;0;0;1;0;0;0;79;0;0;0;0;0;0;0;
"";"URO1.1.1";1;9;0;12;0;0;8;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;37;0;2;0;0;0;2;0;1
"";"URO1.1.2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;1
"";"URO1.1.3";1;3;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;
"";"URO1.1.4";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"URO1.1.7";2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"URO1.1.8";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"Pneumologie";"PNE1";20;6;0;1;0;0;9;0;0;1;92;0;0;4;6;0;0;0;0;0;0;0;0;0;139;0;0;0;0;0;0;0;4
"";"PNE1.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"PNE1.2";20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;
"";"PNE1.3";0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"PNE2";2;1;0;0;0;0;0;0;0;0;10;0;0;8;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;2
"Thoraxchirurgie";"THO1";4;3;0;2;0;0;0;0;0;0;5;0;0;1;1;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;1
"";"THO1.1";9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;
"";"THO1.2";4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"Transplantationen";"TPL1";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"TPL2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL3";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"TPL4";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL5";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";18;26;1;11;0;2;16;0;1;2;95;3;50;10;18;59;0;0;4;0;0;2;0;0;318;8;1;3;5;0;17;0;33
"";"BEW2";5;3;1;1;0;1;6;1;0;2;17;1;20;5;12;11;0;0;2;0;0;0;0;0;88;1;3;0;1;0;5;0;12
"";"BEW3";1;17;1;0;0;0;1;1;0;1;20;1;6;9;7;5;0;0;8;0;0;0;0;0;78;1;1;0;4;0;6;1;8
"";"BEW4";1;0;0;3;0;0;2;0;0;0;4;0;14;0;1;8;0;1;0;0;0;1;0;0;35;0;1;0;0;0;1;0;3
"";"BEW5";2;3;0;14;0;4;12;0;0;0;18;1;28;0;9;19;0;0;1;0;0;0;0;0;111;1;5;1;3;0;10;0;25
"";"BEW6";0;7;0;9;0;8;19;0;0;9;55;1;84;0;7;23;0;0;1;0;0;1;0;0;224;0;7;0;0;0;7;0;28
"";"BEW7";1;0;0;3;0;0;0;0;0;0;6;1;7;1;1;10;0;1;0;0;0;0;0;0;31;0;1;0;1;0;2;0;3
"";"BEW7.1";1;5;2;5;0;1;7;0;0;6;127;0;50;0;21;28;0;0;0;0;0;0;0;0;253;0;6;1;0;0;7;0;12
"";"BEW7.1.1";0;2;0;0;0;0;1;0;0;0;8;0;7;0;1;8;0;0;0;0;0;0;0;0;27;0;1;0;0;0;1;0;
"";"BEW7.2";0;4;0;15;0;0;10;0;0;1;97;0;73;0;22;12;0;0;0;0;0;0;0;0;234;0;10;2;5;0;17;0;16
"";"BEW7.2.1";0;0;0;3;0;0;1;0;0;1;12;0;6;0;1;5;0;0;0;0;0;0;0;0;29;0;2;0;2;0;4;0;1
"";"BEW8";10;8;3;39;6;2;0;0;0;89;0;0;51;0;5;47;1;0;0;0;0;0;0;0;261;4;2;0;0;0;6;0;19
"";"BEW8.1";3;2;0;0;1;0;0;0;0;21;0;0;1;1;0;6;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;
"";"BEW9";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"BEW10";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;
"";"BEW11";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"Rheumatologie";"RHE1";2;0;0;0;0;0;0;0;0;1;27;0;0;0;3;4;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;2
"";"RHE2";10;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"Gynäkologie";"GYN1";15;3;1;10;2;2;20;0;1;9;200;0;0;1;19;0;0;2;0;0;0;0;0;0;285;0;3;0;1;0;4;1;16
"";"GYNT";3;0;1;1;0;0;0;0;0;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;1
"";"GYN2";4;4;0;8;0;0;0;0;0;2;49;0;0;0;11;0;0;0;0;0;0;0;0;0;78;0;0;0;3;0;3;1;3
"";"PLC1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;3
"Geburtshilfe";"GEB1";55;33;7;16;2;0;89;0;0;81;654;0;0;0;95;0;0;7;0;0;0;0;0;0;1039;0;6;0;0;0;6;0;24
"";"GEB1.1";10;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;
"";"GEB1.1.1";1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"Neugeborene";"NEO1";23;8;4;15;2;0;82;0;0;66;569;0;0;2;84;0;0;7;0;0;0;0;0;0;862;0;6;0;0;0;6;0;16
"";"NEO1.1";14;27;3;0;0;0;0;0;0;12;5;0;0;4;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;0;0;
"";"NEO1.1.1";12;2;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;
"";"NEO1.1.1.1";5;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"(Radio-)Onkologie";"ONK1";6;4;0;1;0;0;0;0;0;0;12;0;0;34;1;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;
"";"RAO1";15;18;1;4;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;1
"";"NUK1";5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;
"Schwere Verletzungen";"UNF1";8;2;1;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;3
"";"UNF1.1";6;3;0;0;0;0;1;0;0;0;7;0;0;3;0;0;0;0;0;0;0;0;0;1;21;0;0;0;0;0;0;0;4
"";"UNF2";1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"Total";;1465;749;162;680;25;28;737;13;6;390;7438;28;417;380;806;289;4;33;39;26;7;6;2;4;13734;41;88;8;40;4;181;11;797
