"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"";"URO1.1.8";6;8;17;3;0;0;0;1;0;4;1;0;0;1;1;0;0;0;0;0;11;0;0;0;53;0;0;0;0;0;0;0;3
"Pneumologie";"PNE1";430;230;214;64;60;0;166;115;146;37;109;171;0;75;64;1;5;1;0;0;0;0;3;3;1894;53;8;4;0;0;65;10;86
"";"PNE1.1";11;5;3;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3
"";"PNE1.2";166;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;167;0;0;0;0;0;0;0;1
"";"PNE1.3";18;4;0;1;0;0;2;1;0;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;4
"";"PNE2";49;31;0;0;0;0;11;0;3;0;12;0;0;55;1;0;0;0;0;4;0;0;0;0;166;0;0;0;0;0;0;0;16
"Thoraxchirurgie";"THO1";56;37;37;22;0;0;0;3;2;4;6;3;0;7;4;0;0;0;0;0;0;0;0;0;181;1;8;0;0;0;9;0;5
"";"THO1.1";85;61;46;32;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;225;2;8;0;0;0;10;0;4
"";"THO1.2";31;16;8;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;4;7;0;0;0;11;0;2
"Transplantationen";"TPL1";1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
"";"TPL2";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;
"";"TPL3";19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;1
"";"TPL4";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"TPL5";49;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;4
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";441;555;343;343;84;92;220;219;158;133;128;200;666;104;155;726;29;9;65;0;0;79;3;1;4753;224;112;86;88;0;510;25;461
"";"BEW2";109;140;72;93;13;58;71;69;37;59;25;98;369;75;50;163;9;6;39;0;0;56;1;5;1617;75;55;23;36;0;189;8;108
"";"BEW3";103;231;81;34;13;7;30;103;62;16;30;34;81;55;49;62;6;2;27;0;0;4;0;0;1030;42;13;8;76;0;139;10;90
"";"BEW4";1;32;13;23;0;5;17;6;1;14;5;9;102;0;5;36;2;2;2;0;0;15;0;0;290;10;22;3;2;0;37;4;23
"";"BEW5";67;152;47;476;34;116;90;64;90;21;39;142;360;9;40;294;23;6;8;0;0;69;0;0;2147;68;213;136;61;0;478;6;285
"";"BEW6";6;252;79;159;29;226;253;146;86;97;76;56;619;1;86;341;12;8;27;0;0;142;0;0;2701;39;189;28;11;0;267;15;232
"";"BEW7";2;47;27;38;1;7;13;9;3;1;11;5;65;10;2;93;0;16;1;0;0;18;0;0;369;6;36;12;8;0;62;1;42
"";"BEW7.1";40;402;112;193;14;191;123;130;169;73;162;97;662;0;95;285;0;0;0;0;0;21;0;0;2769;56;158;39;9;0;262;32;121
"";"BEW7.1.1";10;56;21;25;9;5;22;7;9;18;9;10;68;0;6;67;0;0;0;0;0;0;0;0;342;3;21;1;0;0;25;1;11
"";"BEW7.2";1;284;163;226;14;247;119;148;137;76;141;0;586;0;91;176;0;0;0;0;0;41;0;0;2450;66;219;101;37;0;423;22;148
"";"BEW7.2.1";0;16;2;23;1;4;5;8;1;7;25;0;44;0;6;31;0;0;0;0;0;9;0;0;182;2;32;11;11;0;56;0;15
"";"BEW8";211;418;338;670;49;27;0;0;0;502;0;0;699;6;53;685;16;0;0;0;0;0;0;0;3674;212;94;58;2;0;366;0;307
"";"BEW8.1";31;16;2;44;3;0;0;0;0;102;0;0;32;6;1;65;1;0;0;0;0;0;0;0;303;10;5;1;1;0;17;0;23
"";"BEW9";4;1;0;0;0;0;0;0;0;1;0;0;0;1;0;9;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;
"";"BEW10";4;0;0;1;0;0;1;0;0;0;0;0;1;0;0;10;0;0;0;0;0;0;0;0;17;0;2;0;1;0;3;0;
"";"BEW11";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2
"Rheumatologie";"RHE1";94;80;47;16;21;9;26;27;27;17;29;35;3;17;16;26;7;0;0;0;0;0;1;1;499;3;1;5;0;0;9;3;14
"";"RHE2";111;23;4;2;3;0;3;2;5;4;1;2;0;3;3;1;0;0;0;0;0;0;0;0;167;3;1;0;0;0;4;1;
"Gynäkologie";"GYN1";856;401;458;349;169;114;145;259;185;239;309;4;0;31;128;0;0;19;0;0;13;0;0;0;3679;165;135;19;52;0;371;56;281
"";"GYNT";77;52;46;42;1;2;2;31;18;23;25;0;0;0;0;0;0;1;0;0;0;0;0;0;320;13;5;1;2;0;21;4;26
"";"GYN2";153;158;115;345;7;46;1;51;72;64;82;0;0;0;62;0;0;0;0;0;0;0;0;0;1156;57;64;10;64;0;195;7;63
"";"PLC1";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;29;0;0;0;0;0;0;0;25
"Geburtshilfe";"GEB1";2659;1777;2467;835;700;0;885;1007;1418;2382;884;2;0;0;471;0;1;292;0;0;0;0;0;0;15780;408;477;0;0;0;885;84;747
"";"GEB1.1";134;30;10;1;0;0;1;2;4;8;2;0;0;0;0;0;0;2;0;0;0;0;0;0;194;0;0;0;0;0;0;0;9
"";"GEB1.1.1";73;5;4;0;0;0;0;2;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;0;0;4
"Neugeborene";"NEO1";1845;1376;1987;801;604;0;762;890;1259;1944;746;0;0;22;413;0;0;263;0;0;0;0;0;0;12912;382;430;0;0;0;812;71;602
"";"NEO1.1";342;280;256;4;7;0;6;4;75;356;10;0;0;75;1;0;0;1;0;0;0;0;0;0;1417;2;27;0;0;0;29;1;31
"";"NEO1.1.1";236;21;11;1;0;0;0;1;12;6;1;0;0;81;0;0;0;0;0;0;0;0;0;0;370;0;0;0;0;0;0;0;22
"";"NEO1.1.1.1";61;7;1;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;3
"(Radio-)Onkologie";"ONK1";162;116;62;24;5;0;7;38;5;0;15;26;0;95;6;0;2;9;0;0;0;0;1;0;573;16;14;0;0;0;30;1;17
"";"RAO1";219;146;197;91;0;0;3;2;0;5;3;0;0;1;17;0;0;0;0;0;16;0;0;0;700;1;0;0;0;0;1;0;27
"";"NUK1";141;66;94;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;0;0;0;0;0;0;0;42
"Schwere Verletzungen";"UNF1";98;21;10;1;4;0;4;7;6;2;7;5;0;5;1;1;2;0;0;0;0;0;0;1;175;0;0;0;0;0;0;1;32
"";"UNF1.1";122;30;17;6;11;0;14;5;14;2;8;17;0;29;0;4;2;0;0;0;0;0;0;1;282;1;0;1;0;0;2;0;37
"";"UNF2";15;3;1;0;1;0;0;1;0;0;1;0;0;12;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;4
"Total";;29210;23777;21189;13778;5792;1980;9397;9638;9624;10306;9425;7834;4610;5374;6231;3617;2259;1069;1211;413;1267;536;168;128;178833;4380;3437;1005;974;49;9845;918;10899
